
SNAP_TIME       ,   SNAP_ID,INSTANCE_NUMBER,EVENT_NAME                                                      ,RATE_TIMEWAITED
2016_02_14 12:30,     47582,              3,db file sequential read                                         ,      602303.13
2016_02_14 12:30,     47582,              3,log file sync                                                   ,      505656.85
2016_02_14 12:30,     47582,              1,db file scattered read                                          ,         101.86
2016_02_14 12:30,     47582,              2,log file parallel write                                         ,      148527.43
2016_02_14 12:30,     47582,              2,direct path read                                                ,      124703.56
2016_02_14 12:30,     47582,              2,log file sync                                                   ,       440257.7
2016_02_14 12:30,     47582,              1,db file sequential read                                         ,       10872.05
2016_02_14 12:30,     47582,              1,log file sync                                                   ,       42595.09
2016_02_14 12:30,     47582,              3,enq: TX - row lock contention                                   ,     1186123.05
2016_02_14 13:00,     47583,              4,log file parallel write                                         ,       60199.68
2016_02_14 13:00,     47583,              4,log file sync                                                   ,       91046.53
2016_02_14 13:00,     47583,              4,SQL*Net more data from dblink                                   ,      364809.66
2016_02_14 13:00,     47583,              3,db file sequential read                                         ,      802275.82
2016_02_14 13:00,     47583,              3,log file sync                                                   ,       597413.4
2016_02_14 13:00,     47583,              1,db file scattered read                                          ,      185577.94
2016_02_14 13:00,     47583,              2,log file parallel write                                         ,      156211.11
2016_02_14 13:00,     47583,              2,direct path read                                                ,      394222.12
2016_02_14 13:00,     47583,              2,log file sync                                                   ,      531417.07
2016_02_14 13:00,     47583,              1,db file sequential read                                         ,       75138.14
2016_02_14 13:00,     47583,              1,log file sync                                                   ,       63738.48
2016_02_14 13:00,     47583,              3,enq: TX - row lock contention                                   ,      256258.57
2016_02_14 13:30,     47584,              4,log file parallel write                                         ,       52193.68
2016_02_14 13:30,     47584,              4,log file sync                                                   ,       64739.66
2016_02_14 13:30,     47584,              4,SQL*Net more data from dblink                                   ,         6407.6
2016_02_14 13:30,     47584,              3,db file sequential read                                         ,      803141.55
2016_02_14 13:30,     47584,              3,log file sync                                                   ,      331815.91
2016_02_14 13:30,     47584,              1,db file scattered read                                          ,        62029.1
2016_02_14 13:30,     47584,              2,log file parallel write                                         ,      150685.14
2016_02_14 13:30,     47584,              2,direct path read                                                ,      477697.89
2016_02_14 13:30,     47584,              2,log file sync                                                   ,      350433.82
2016_02_14 13:30,     47584,              1,db file sequential read                                         ,       37269.81
2016_02_14 13:30,     47584,              1,log file sync                                                   ,       46321.83
2016_02_14 13:30,     47584,              3,enq: TX - row lock contention                                   ,      902235.82
2016_02_14 14:00,     47585,              4,log file parallel write                                         ,       62558.32
2016_02_14 14:00,     47585,              4,log file sync                                                   ,      114897.64
2016_02_14 14:00,     47585,              4,SQL*Net more data from dblink                                   ,              0
2016_02_14 14:00,     47585,              3,db file sequential read                                         ,      596807.41
2016_02_14 14:00,     47585,              3,log file sync                                                   ,      301979.99
2016_02_14 14:00,     47585,              1,db file scattered read                                          ,       84763.05
2016_02_14 14:00,     47585,              2,log file parallel write                                         ,       153491.5
2016_02_14 14:00,     47585,              2,direct path read                                                ,      193756.28
2016_02_14 14:00,     47585,              2,log file sync                                                   ,      417422.86
2016_02_14 14:00,     47585,              1,db file sequential read                                         ,      361598.57
2016_02_14 14:00,     47585,              1,log file sync                                                   ,       55603.04
2016_02_14 14:00,     47585,              3,enq: TX - row lock contention                                   ,     1010073.84
2016_02_14 14:30,     47586,              4,log file parallel write                                         ,        73918.4
2016_02_14 14:30,     47586,              4,log file sync                                                   ,       95283.21
2016_02_14 14:30,     47586,              4,SQL*Net more data from dblink                                   ,         248.94
2016_02_14 14:30,     47586,              3,db file sequential read                                         ,      948970.55
2016_02_14 14:30,     47586,              3,log file sync                                                   ,      323773.64
2016_02_14 14:30,     47586,              1,db file scattered read                                          ,      130838.06
2016_02_14 14:30,     47586,              2,log file parallel write                                         ,      142731.24
2016_02_14 14:30,     47586,              2,direct path read                                                ,      302462.63
2016_02_14 14:30,     47586,              2,log file sync                                                   ,       395853.2
2016_02_14 14:30,     47586,              1,db file sequential read                                         ,      433474.27
2016_02_14 14:30,     47586,              1,log file sync                                                   ,        42191.9
2016_02_14 14:30,     47586,              3,enq: TX - row lock contention                                   ,     1045372.59
2016_02_14 15:00,     47587,              4,log file parallel write                                         ,       79566.55
2016_02_14 15:00,     47587,              4,log file sync                                                   ,      123086.32
2016_02_14 15:00,     47587,              4,SQL*Net more data from dblink                                   ,         4122.6
2016_02_14 15:00,     47587,              3,db file sequential read                                         ,      791548.98
2016_02_14 15:00,     47587,              3,log file sync                                                   ,      433821.49
2016_02_14 15:00,     47587,              1,db file scattered read                                          ,      715925.07
2016_02_14 15:00,     47587,              2,log file parallel write                                         ,       159199.1
2016_02_14 15:00,     47587,              2,direct path read                                                ,       179829.2
2016_02_14 15:00,     47587,              2,log file sync                                                   ,      441205.19
2016_02_14 15:00,     47587,              1,db file sequential read                                         ,     1562021.77
2016_02_14 15:00,     47587,              1,log file sync                                                   ,       61972.24
2016_02_14 15:00,     47587,              3,enq: TX - row lock contention                                   ,     1025819.04
2016_02_14 15:30,     47588,              4,log file parallel write                                         ,       81103.81
2016_02_14 15:30,     47588,              4,log file sync                                                   ,      172302.26
2016_02_14 15:30,     47588,              4,SQL*Net more data from dblink                                   ,       304390.4
2016_02_14 15:30,     47588,              3,db file sequential read                                         ,       738231.1
2016_02_14 15:30,     47588,              3,log file sync                                                   ,      700721.64
2016_02_14 15:30,     47588,              1,db file scattered read                                          ,         642707
2016_02_14 15:30,     47588,              2,log file parallel write                                         ,       140408.1
2016_02_14 15:30,     47588,              2,direct path read                                                ,      160699.83
2016_02_14 15:30,     47588,              2,log file sync                                                   ,      663463.95
2016_02_14 15:30,     47588,              1,db file sequential read                                         ,      446878.23
2016_02_14 15:30,     47588,              1,log file sync                                                   ,       77153.44
2016_02_14 15:30,     47588,              3,enq: TX - row lock contention                                   ,     1515413.03
2016_02_14 16:00,     47589,              4,log file parallel write                                         ,        73547.3
2016_02_14 16:00,     47589,              4,log file sync                                                   ,      119138.18
2016_02_14 16:00,     47589,              4,SQL*Net more data from dblink                                   ,              0
2016_02_14 16:00,     47589,              3,db file sequential read                                         ,      852441.26
2016_02_14 16:00,     47589,              3,log file sync                                                   ,      621097.67
2016_02_14 16:00,     47589,              1,db file scattered read                                          ,      343925.93
2016_02_14 16:00,     47589,              2,log file parallel write                                         ,      145222.28
2016_02_14 16:00,     47589,              2,direct path read                                                ,      121365.71
2016_02_14 16:00,     47589,              2,log file sync                                                   ,       378313.5
2016_02_14 16:00,     47589,              1,db file sequential read                                         ,      377239.68
2016_02_14 16:00,     47589,              1,log file sync                                                   ,       69049.98
2016_02_14 16:00,     47589,              3,enq: TX - row lock contention                                   ,       43721.68
2016_02_14 16:30,     47590,              4,log file parallel write                                         ,       53980.41
2016_02_14 16:30,     47590,              4,log file sync                                                   ,       86556.69
2016_02_14 16:30,     47590,              4,SQL*Net more data from dblink                                   ,              0
2016_02_14 16:30,     47590,              3,db file sequential read                                         ,      744646.85
2016_02_14 16:30,     47590,              3,log file sync                                                   ,      387000.31
2016_02_14 16:30,     47590,              1,db file scattered read                                          ,           1.48
2016_02_14 16:30,     47590,              2,log file parallel write                                         ,      141185.64
2016_02_14 16:30,     47590,              2,direct path read                                                ,      144394.04
2016_02_14 16:30,     47590,              2,log file sync                                                   ,       391602.7
2016_02_14 16:30,     47590,              1,db file sequential read                                         ,         9647.5
2016_02_14 16:30,     47590,              1,log file sync                                                   ,       45000.01
2016_02_14 16:30,     47590,              3,enq: TX - row lock contention                                   ,        9832.66
2016_02_14 17:00,     47591,              4,log file parallel write                                         ,       43740.37
2016_02_14 17:00,     47591,              4,log file sync                                                   ,      120102.23
2016_02_14 17:00,     47591,              4,SQL*Net more data from dblink                                   ,              0
2016_02_14 17:00,     47591,              3,db file sequential read                                         ,     1234895.79
2016_02_14 17:00,     47591,              3,log file sync                                                   ,      924212.08
2016_02_14 17:00,     47591,              1,db file scattered read                                          ,           1.39
2016_02_14 17:00,     47591,              2,log file parallel write                                         ,      168917.01
2016_02_14 17:00,     47591,              2,direct path read                                                ,      115579.24
2016_02_14 17:00,     47591,              2,log file sync                                                   ,      797423.64
2016_02_14 17:00,     47591,              1,db file sequential read                                         ,       12520.95
2016_02_14 17:00,     47591,              1,log file sync                                                   ,      103310.63
2016_02_14 17:00,     47591,              3,enq: TX - row lock contention                                   ,       29288.24
2016_02_14 17:30,     47592,              4,log file parallel write                                         ,       43057.54
2016_02_14 17:30,     47592,              4,log file sync                                                   ,       65144.63
2016_02_14 17:30,     47592,              4,SQL*Net more data from dblink                                   ,      277826.16
2016_02_14 17:30,     47592,              3,db file sequential read                                         ,      991696.13
2016_02_14 17:30,     47592,              3,log file sync                                                   ,      329420.46
2016_02_14 17:30,     47592,              1,db file scattered read                                          ,         264.11
2016_02_14 17:30,     47592,              2,log file parallel write                                         ,      143317.93
2016_02_14 17:30,     47592,              2,direct path read                                                ,      123942.63
2016_02_14 17:30,     47592,              2,log file sync                                                   ,      395912.46
2016_02_14 17:30,     47592,              1,db file sequential read                                         ,         8318.1
2016_02_14 17:30,     47592,              1,log file sync                                                   ,       55147.31
2016_02_14 17:30,     47592,              3,enq: TX - row lock contention                                   ,        8603.84
2016_02_14 18:00,     47593,              4,log file parallel write                                         ,       48585.06
2016_02_14 18:00,     47593,              4,log file sync                                                   ,       81774.94
2016_02_14 18:00,     47593,              4,SQL*Net more data from dblink                                   ,              0
2016_02_14 18:00,     47593,              3,db file sequential read                                         ,      896375.28
2016_02_14 18:00,     47593,              3,log file sync                                                   ,      420233.42
2016_02_14 18:00,     47593,              1,db file scattered read                                          ,         352.48
2016_02_14 18:00,     47593,              2,log file parallel write                                         ,       165426.7
2016_02_14 18:00,     47593,              2,direct path read                                                ,      164097.25
2016_02_14 18:00,     47593,              2,log file sync                                                   ,      578035.38
2016_02_14 18:00,     47593,              1,db file sequential read                                         ,        9732.02
2016_02_14 18:00,     47593,              1,log file sync                                                   ,       87699.84
2016_02_14 18:00,     47593,              3,enq: TX - row lock contention                                   ,       29142.53
2016_02_14 18:30,     47594,              4,log file parallel write                                         ,       50168.35
2016_02_14 18:30,     47594,              4,log file sync                                                   ,       81554.71
2016_02_14 18:30,     47594,              4,SQL*Net more data from dblink                                   ,              0
2016_02_14 18:30,     47594,              3,db file sequential read                                         ,      788248.94
2016_02_14 18:30,     47594,              3,log file sync                                                   ,      300123.62
2016_02_14 18:30,     47594,              1,db file scattered read                                          ,           1.73
2016_02_14 18:30,     47594,              2,log file parallel write                                         ,      138171.59
2016_02_14 18:30,     47594,              2,direct path read                                                ,       85538.81
2016_02_14 18:30,     47594,              2,log file sync                                                   ,      302184.45
2016_02_14 18:30,     47594,              1,db file sequential read                                         ,      406171.63
2016_02_14 18:30,     47594,              1,log file sync                                                   ,       48501.32
2016_02_14 18:30,     47594,              3,enq: TX - row lock contention                                   ,       15590.62
2016_02_14 19:00,     47595,              4,log file parallel write                                         ,       67113.71
2016_02_14 19:00,     47595,              4,log file sync                                                   ,      103655.44
2016_02_14 19:00,     47595,              4,SQL*Net more data from dblink                                   ,              0
2016_02_14 19:00,     47595,              3,db file sequential read                                         ,      821898.53
2016_02_14 19:00,     47595,              3,log file sync                                                   ,      568119.85
2016_02_14 19:00,     47595,              1,db file scattered read                                          ,           1.83
2016_02_14 19:00,     47595,              2,log file parallel write                                         ,      164729.47
2016_02_14 19:00,     47595,              2,direct path read                                                ,      107449.95
2016_02_14 19:00,     47595,              2,log file sync                                                   ,      485218.96
2016_02_14 19:00,     47595,              1,db file sequential read                                         ,        5170.54
2016_02_14 19:00,     47595,              1,log file sync                                                   ,        60371.2
2016_02_14 19:00,     47595,              3,enq: TX - row lock contention                                   ,       660355.3
2016_02_14 19:30,     47596,              4,log file parallel write                                         ,        56236.2
2016_02_14 19:30,     47596,              4,log file sync                                                   ,       52696.29
2016_02_14 19:30,     47596,              4,SQL*Net more data from dblink                                   ,      273975.38
2016_02_14 19:30,     47596,              3,db file sequential read                                         ,      830852.96
2016_02_14 19:30,     47596,              3,log file sync                                                   ,       432972.3
2016_02_14 19:30,     47596,              1,db file scattered read                                          ,           1.09
2016_02_14 19:30,     47596,              2,log file parallel write                                         ,      147215.05
2016_02_14 19:30,     47596,              2,direct path read                                                ,       80145.05
2016_02_14 19:30,     47596,              2,log file sync                                                   ,      385863.84
2016_02_14 19:30,     47596,              1,db file sequential read                                         ,        5588.21
2016_02_14 19:30,     47596,              1,log file sync                                                   ,       40958.67
2016_02_14 19:30,     47596,              3,enq: TX - row lock contention                                   ,     1038303.93
2016_02_14 20:00,     47597,              4,log file parallel write                                         ,       62112.23
2016_02_14 20:00,     47597,              4,log file sync                                                   ,       108606.8
2016_02_14 20:00,     47597,              4,SQL*Net more data from dblink                                   ,              0
2016_02_14 20:00,     47597,              3,db file sequential read                                         ,      868460.48
2016_02_14 20:00,     47597,              3,log file sync                                                   ,      913331.59
2016_02_14 20:00,     47597,              1,db file scattered read                                          ,          58.82
2016_02_14 20:00,     47597,              2,log file parallel write                                         ,      213969.87
2016_02_14 20:00,     47597,              2,direct path read                                                ,       640632.2
2016_02_14 20:00,     47597,              2,log file sync                                                   ,      913731.19
2016_02_14 20:00,     47597,              1,db file sequential read                                         ,       90458.54
2016_02_14 20:00,     47597,              1,log file sync                                                   ,       79493.03
2016_02_14 20:00,     47597,              3,enq: TX - row lock contention                                   ,      630982.93
2016_02_14 20:30,     47598,              4,log file parallel write                                         ,       66168.79
2016_02_14 20:30,     47598,              4,log file sync                                                   ,      110561.07
2016_02_14 20:30,     47598,              4,SQL*Net more data from dblink                                   ,              0
2016_02_14 20:30,     47598,              3,db file sequential read                                         ,      762541.46
2016_02_14 20:30,     47598,              3,log file sync                                                   ,      660777.23
2016_02_14 20:30,     47598,              1,db file scattered read                                          ,           1.68
2016_02_14 20:30,     47598,              2,log file parallel write                                         ,      171158.27
2016_02_14 20:30,     47598,              2,direct path read                                                ,      932219.54
2016_02_14 20:30,     47598,              2,log file sync                                                   ,      505639.96
2016_02_14 20:30,     47598,              1,db file sequential read                                         ,        5717.75
2016_02_14 20:30,     47598,              1,log file sync                                                   ,        46517.2
2016_02_14 20:30,     47598,              3,enq: TX - row lock contention                                   ,      129349.87
2016_02_14 21:00,     47599,              4,log file parallel write                                         ,        65348.7
2016_02_14 21:00,     47599,              4,log file sync                                                   ,      151716.52
2016_02_14 21:00,     47599,              4,SQL*Net more data from dblink                                   ,              0
2016_02_14 21:00,     47599,              3,db file sequential read                                         ,      774567.08
2016_02_14 21:00,     47599,              3,log file sync                                                   ,      806573.27
2016_02_14 21:00,     47599,              1,db file scattered read                                          ,       273045.3
2016_02_14 21:00,     47599,              2,log file parallel write                                         ,      159575.45
2016_02_14 21:00,     47599,              2,direct path read                                                ,      707545.77
2016_02_14 21:00,     47599,              2,log file sync                                                   ,      861797.31
2016_02_14 21:00,     47599,              1,db file sequential read                                         ,       96349.22
2016_02_14 21:00,     47599,              1,log file sync                                                   ,      100736.06
2016_02_14 21:00,     47599,              3,enq: TX - row lock contention                                   ,      190281.96
2016_02_14 21:30,     47600,              1,db file scattered read                                          ,       61418.82
2016_02_14 21:30,     47600,              1,log file sync                                                   ,       61192.75
2016_02_14 21:30,     47600,              1,db file sequential read                                         ,      187553.83
2016_02_14 21:30,     47600,              2,log file sync                                                   ,      602916.76
2016_02_14 21:30,     47600,              2,direct path read                                                ,        75338.4
2016_02_14 21:30,     47600,              2,log file parallel write                                         ,         148322
2016_02_14 21:30,     47600,              3,enq: TX - row lock contention                                   ,      236201.12
2016_02_14 21:30,     47600,              3,log file sync                                                   ,      650931.56
2016_02_14 21:30,     47600,              3,db file sequential read                                         ,      737169.81
2016_02_14 21:30,     47600,              4,SQL*Net more data from dblink                                   ,      271920.18
2016_02_14 21:30,     47600,              4,log file sync                                                   ,      156832.07
2016_02_14 21:30,     47600,              4,log file parallel write                                         ,       64886.29
2016_02_14 22:00,     47601,              3,db file sequential read                                         ,      557038.87
2016_02_14 22:00,     47601,              4,SQL*Net more data from dblink                                   ,        4342.78
2016_02_14 22:00,     47601,              4,log file sync                                                   ,      102502.86
2016_02_14 22:00,     47601,              4,log file parallel write                                         ,       65694.64
2016_02_14 22:00,     47601,              1,db file scattered read                                          ,           1.09
2016_02_14 22:00,     47601,              1,log file sync                                                   ,       55711.85
2016_02_14 22:00,     47601,              1,db file sequential read                                         ,       23216.94
2016_02_14 22:00,     47601,              2,log file sync                                                   ,      253581.59
2016_02_14 22:00,     47601,              2,direct path read                                                ,      122972.69
2016_02_14 22:00,     47601,              2,log file parallel write                                         ,      137274.86
2016_02_14 22:00,     47601,              3,enq: TX - row lock contention                                   ,        8810.02
2016_02_14 22:00,     47601,              3,log file sync                                                   ,      382800.63
2016_02_14 22:30,     47602,              3,db file sequential read                                         ,      508356.89
2016_02_14 22:30,     47602,              4,SQL*Net more data from dblink                                   ,              0
2016_02_14 22:30,     47602,              4,log file sync                                                   ,       86958.13
2016_02_14 22:30,     47602,              4,log file parallel write                                         ,       59987.81
2016_02_14 22:30,     47602,              1,db file scattered read                                          ,           6.65
2016_02_14 22:30,     47602,              3,log file sync                                                   ,      239092.84
2016_02_14 22:30,     47602,              1,db file sequential read                                         ,        28112.7
2016_02_14 22:30,     47602,              2,log file sync                                                   ,      259045.95
2016_02_14 22:30,     47602,              2,direct path read                                                ,       89651.02
2016_02_14 22:30,     47602,              2,log file parallel write                                         ,      148674.99
2016_02_14 22:30,     47602,              3,enq: TX - row lock contention                                   ,       41813.33
2016_02_14 22:30,     47602,              1,log file sync                                                   ,       49421.03
2016_02_14 23:00,     47603,              3,db file sequential read                                         ,      646736.51
2016_02_14 23:00,     47603,              4,SQL*Net more data from dblink                                   ,        3731.33
2016_02_14 23:00,     47603,              4,log file sync                                                   ,      214107.17
2016_02_14 23:00,     47603,              4,log file parallel write                                         ,      105288.06
2016_02_14 23:00,     47603,              1,db file scattered read                                          ,           1.67
2016_02_14 23:00,     47603,              3,log file sync                                                   ,      426350.96
2016_02_14 23:00,     47603,              1,db file sequential read                                         ,      128864.37
2016_02_14 23:00,     47603,              2,log file sync                                                   ,      654317.27
2016_02_14 23:00,     47603,              2,direct path read                                                ,      132268.45
2016_02_14 23:00,     47603,              2,log file parallel write                                         ,      185448.28
2016_02_14 23:00,     47603,              3,enq: TX - row lock contention                                   ,        65572.3
2016_02_14 23:00,     47603,              1,log file sync                                                   ,       91340.74
2016_02_14 23:30,     47604,              3,db file sequential read                                         ,      793132.19
2016_02_14 23:30,     47604,              4,SQL*Net more data from dblink                                   ,      280240.33
2016_02_14 23:30,     47604,              4,log file sync                                                   ,      109511.21
2016_02_14 23:30,     47604,              4,log file parallel write                                         ,       69479.44
2016_02_14 23:30,     47604,              1,db file scattered read                                          ,          49.43
2016_02_14 23:30,     47604,              3,log file sync                                                   ,       338253.9
2016_02_14 23:30,     47604,              1,db file sequential read                                         ,        5705.91
2016_02_14 23:30,     47604,              2,log file sync                                                   ,      351518.38
2016_02_14 23:30,     47604,              2,direct path read                                                ,       61993.17
2016_02_14 23:30,     47604,              2,log file parallel write                                         ,      144016.58
2016_02_14 23:30,     47604,              3,enq: TX - row lock contention                                   ,        4657.41
2016_02_14 23:30,     47604,              1,log file sync                                                   ,       41658.32
2016_02_15 00:00,     47605,              3,db file sequential read                                         ,      1335570.6
2016_02_15 00:00,     47605,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 00:00,     47605,              4,log file sync                                                   ,       168290.3
2016_02_15 00:00,     47605,              4,log file parallel write                                         ,        71367.7
2016_02_15 00:00,     47605,              1,db file scattered read                                          ,           2.51
2016_02_15 00:00,     47605,              3,log file sync                                                   ,     1031904.81
2016_02_15 00:00,     47605,              1,db file sequential read                                         ,        6751.36
2016_02_15 00:00,     47605,              2,log file sync                                                   ,      669091.01
2016_02_15 00:00,     47605,              2,direct path read                                                ,       68819.26
2016_02_15 00:00,     47605,              2,log file parallel write                                         ,      174575.15
2016_02_15 00:00,     47605,              3,enq: TX - row lock contention                                   ,      752483.84
2016_02_15 00:00,     47605,              1,log file sync                                                   ,          92779
2016_02_15 00:30,     47606,              3,db file sequential read                                         ,      769119.44
2016_02_15 00:30,     47606,              4,SQL*Net more data from dblink                                   ,         3450.6
2016_02_15 00:30,     47606,              4,log file sync                                                   ,      134492.18
2016_02_15 00:30,     47606,              4,log file parallel write                                         ,       72442.09
2016_02_15 00:30,     47606,              1,db file scattered read                                          ,           1.16
2016_02_15 00:30,     47606,              3,log file sync                                                   ,      508090.38
2016_02_15 00:30,     47606,              1,db file sequential read                                         ,        4733.35
2016_02_15 00:30,     47606,              2,log file sync                                                   ,      551850.41
2016_02_15 00:30,     47606,              2,direct path read                                                ,      145716.52
2016_02_15 00:30,     47606,              2,log file parallel write                                         ,      185434.93
2016_02_15 00:30,     47606,              3,enq: TX - row lock contention                                   ,     3903055.59
2016_02_15 00:30,     47606,              1,log file sync                                                   ,        50931.9
2016_02_15 01:00,     47607,              3,db file sequential read                                         ,     1091556.37
2016_02_15 01:00,     47607,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 01:00,     47607,              4,log file sync                                                   ,      141584.37
2016_02_15 01:00,     47607,              4,log file parallel write                                         ,       59315.49
2016_02_15 01:00,     47607,              1,db file scattered read                                          ,      227619.12
2016_02_15 01:00,     47607,              3,log file sync                                                   ,      512709.92
2016_02_15 01:00,     47607,              1,db file sequential read                                         ,       99796.66
2016_02_15 01:00,     47607,              2,log file sync                                                   ,      457280.49
2016_02_15 01:00,     47607,              2,direct path read                                                ,      148973.83
2016_02_15 01:00,     47607,              2,log file parallel write                                         ,      180430.59
2016_02_15 01:00,     47607,              3,enq: TX - row lock contention                                   ,     2750127.23
2016_02_15 01:00,     47607,              1,log file sync                                                   ,       78046.05
2016_02_15 01:30,     47608,              3,db file sequential read                                         ,     1127080.67
2016_02_15 01:30,     47608,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 01:30,     47608,              4,log file sync                                                   ,       91534.99
2016_02_15 01:30,     47608,              4,log file parallel write                                         ,       58424.36
2016_02_15 01:30,     47608,              1,db file scattered read                                          ,       45414.12
2016_02_15 01:30,     47608,              3,log file sync                                                   ,      582743.33
2016_02_15 01:30,     47608,              1,db file sequential read                                         ,      208853.27
2016_02_15 01:30,     47608,              2,log file sync                                                   ,      422219.13
2016_02_15 01:30,     47608,              2,direct path read                                                ,      158611.02
2016_02_15 01:30,     47608,              2,log file parallel write                                         ,      149290.48
2016_02_15 01:30,     47608,              3,enq: TX - row lock contention                                   ,     3089016.07
2016_02_15 01:30,     47608,              1,log file sync                                                   ,       50429.78
2016_02_15 02:00,     47609,              1,db file scattered read                                          ,          10.28
2016_02_15 02:00,     47609,              1,log file sync                                                   ,        57871.4
2016_02_15 02:00,     47609,              1,db file sequential read                                         ,       16703.73
2016_02_15 02:00,     47609,              2,log file sync                                                   ,      436314.36
2016_02_15 02:00,     47609,              2,direct path read                                                ,      202943.96
2016_02_15 02:00,     47609,              2,log file parallel write                                         ,      172493.64
2016_02_15 02:00,     47609,              3,enq: TX - row lock contention                                   ,     2788149.67
2016_02_15 02:00,     47609,              3,log file sync                                                   ,      587037.98
2016_02_15 02:00,     47609,              3,db file sequential read                                         ,     1547562.13
2016_02_15 02:00,     47609,              4,SQL*Net more data from dblink                                   ,      648399.21
2016_02_15 02:00,     47609,              4,log file sync                                                   ,       81489.51
2016_02_15 02:00,     47609,              4,log file parallel write                                         ,       60213.34
2016_02_15 02:30,     47610,              1,db file scattered read                                          ,           2.21
2016_02_15 02:30,     47610,              1,log file sync                                                   ,       57628.15
2016_02_15 02:30,     47610,              1,db file sequential read                                         ,       11923.58
2016_02_15 02:30,     47610,              2,log file sync                                                   ,      574988.88
2016_02_15 02:30,     47610,              2,direct path read                                                ,       96760.27
2016_02_15 02:30,     47610,              2,log file parallel write                                         ,      140687.66
2016_02_15 02:30,     47610,              3,enq: TX - row lock contention                                   ,      2531388.6
2016_02_15 02:30,     47610,              3,log file sync                                                   ,      755820.61
2016_02_15 02:30,     47610,              3,db file sequential read                                         ,     1020337.82
2016_02_15 02:30,     47610,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 02:30,     47610,              4,log file sync                                                   ,       88472.89
2016_02_15 02:30,     47610,              4,log file parallel write                                         ,       51851.39
2016_02_15 03:00,     47611,              1,db file scattered read                                          ,            3.1
2016_02_15 03:00,     47611,              1,log file sync                                                   ,        57646.1
2016_02_15 03:00,     47611,              1,db file sequential read                                         ,        4582.68
2016_02_15 03:00,     47611,              2,log file sync                                                   ,      359155.73
2016_02_15 03:00,     47611,              2,direct path read                                                ,      328022.86
2016_02_15 03:00,     47611,              2,log file parallel write                                         ,       147370.4
2016_02_15 03:00,     47611,              3,enq: TX - row lock contention                                   ,     2481971.22
2016_02_15 03:00,     47611,              3,log file sync                                                   ,      611647.33
2016_02_15 03:00,     47611,              3,db file sequential read                                         ,     1018089.32
2016_02_15 03:00,     47611,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 03:00,     47611,              4,log file sync                                                   ,       76457.15
2016_02_15 03:00,     47611,              4,log file parallel write                                         ,       56222.36
2016_02_15 03:30,     47612,              1,db file scattered read                                          ,           1.92
