
SNAP_TIME       ,   SNAP_ID,INSTANCE_NUMBER,EVENT_NAME                                                      ,RATE_TIMEWAITED
2016_02_13 18:30,     47546,              3,CPU used by this session                                        ,        3223700
2016_02_13 19:00,     47547,              4,CPU used by this session                                        ,         666600
2016_02_13 19:00,     47547,              1,CPU used by this session                                        ,         884800
2016_02_13 19:00,     47547,              2,CPU used by this session                                        ,        2169300
2016_02_13 19:00,     47547,              3,CPU used by this session                                        ,        4032000
2016_02_13 19:30,     47548,              4,CPU used by this session                                        ,         609000
2016_02_13 19:30,     47548,              1,CPU used by this session                                        ,         853700
2016_02_13 19:30,     47548,              2,CPU used by this session                                        ,        2005300
2016_02_13 19:30,     47548,              3,CPU used by this session                                        ,        3623000
2016_02_13 20:00,     47549,              4,CPU used by this session                                        ,         592900
2016_02_13 20:00,     47549,              1,CPU used by this session                                        ,         870100
2016_02_13 20:00,     47549,              2,CPU used by this session                                        ,        2619200
2016_02_13 20:00,     47549,              3,CPU used by this session                                        ,        3046400
2016_02_13 20:30,     47550,              4,CPU used by this session                                        ,         586900
2016_02_13 20:30,     47550,              1,CPU used by this session                                        ,         909700
2016_02_13 20:30,     47550,              2,CPU used by this session                                        ,        2759100
2016_02_13 20:30,     47550,              3,CPU used by this session                                        ,        3828800
2016_02_13 21:00,     47551,              4,CPU used by this session                                        ,         688400
2016_02_13 21:00,     47551,              1,CPU used by this session                                        ,        1197500
2016_02_13 21:00,     47551,              2,CPU used by this session                                        ,        3177700
2016_02_13 21:00,     47551,              3,CPU used by this session                                        ,        3984800
2016_02_13 21:30,     47552,              4,CPU used by this session                                        ,         639500
2016_02_13 21:30,     47552,              1,CPU used by this session                                        ,        1057500
2016_02_13 21:30,     47552,              2,CPU used by this session                                        ,        2290900
2016_02_13 21:30,     47552,              3,CPU used by this session                                        ,        3691100
2016_02_13 22:00,     47553,              4,CPU used by this session                                        ,         739900
2016_02_13 22:00,     47553,              1,CPU used by this session                                        ,         908300
2016_02_13 22:00,     47553,              2,CPU used by this session                                        ,        2351000
2016_02_13 22:00,     47553,              3,CPU used by this session                                        ,        4099000
2016_02_13 22:30,     47554,              4,CPU used by this session                                        ,         648200
2016_02_13 22:30,     47554,              1,CPU used by this session                                        ,         906800
2016_02_13 22:30,     47554,              2,CPU used by this session                                        ,        2168600
2016_02_13 22:30,     47554,              3,CPU used by this session                                        ,        3539000
2016_02_13 23:00,     47555,              4,CPU used by this session                                        ,         962300
2016_02_13 23:00,     47555,              1,CPU used by this session                                        ,         997100
2016_02_13 23:00,     47555,              2,CPU used by this session                                        ,        2315800
2016_02_13 23:00,     47555,              3,CPU used by this session                                        ,        3315600
2016_02_13 23:30,     47556,              4,CPU used by this session                                        ,         603400
2016_02_13 23:30,     47556,              1,CPU used by this session                                        ,         892800
2016_02_13 23:30,     47556,              2,CPU used by this session                                        ,        2131500
2016_02_13 23:30,     47556,              3,CPU used by this session                                        ,        3408000
2016_02_14 00:00,     47557,              4,CPU used by this session                                        ,         716000
2016_02_14 00:00,     47557,              1,CPU used by this session                                        ,         893000
2016_02_14 00:00,     47557,              2,CPU used by this session                                        ,        2515700
2016_02_14 00:00,     47557,              3,CPU used by this session                                        ,        3734200
2016_02_14 00:30,     47558,              4,CPU used by this session                                        ,         980000
2016_02_14 00:30,     47558,              1,CPU used by this session                                        ,         937800
2016_02_14 00:30,     47558,              2,CPU used by this session                                        ,        2275600
2016_02_14 00:30,     47558,              3,CPU used by this session                                        ,        3594300
2016_02_14 01:00,     47559,              4,CPU used by this session                                        ,         999700
2016_02_14 01:00,     47559,              1,CPU used by this session                                        ,        1141900
2016_02_14 01:00,     47559,              2,CPU used by this session                                        ,        2675600
2016_02_14 01:00,     47559,              3,CPU used by this session                                        ,        3926000
2016_02_14 01:30,     47560,              4,CPU used by this session                                        ,         852100
2016_02_14 01:30,     47560,              1,CPU used by this session                                        ,         990000
2016_02_14 01:30,     47560,              2,CPU used by this session                                        ,        2480300
2016_02_14 01:30,     47560,              3,CPU used by this session                                        ,        3566800
2016_02_14 02:00,     47561,              4,CPU used by this session                                        ,         847500
2016_02_14 02:00,     47561,              1,CPU used by this session                                        ,        1112900
2016_02_14 02:00,     47561,              2,CPU used by this session                                        ,        2484700
2016_02_14 02:00,     47561,              3,CPU used by this session                                        ,        3433300
2016_02_14 02:30,     47562,              4,CPU used by this session                                        ,         868700
2016_02_14 02:30,     47562,              1,CPU used by this session                                        ,         924300
2016_02_14 02:30,     47562,              2,CPU used by this session                                        ,        2253600
2016_02_14 02:30,     47562,              3,CPU used by this session                                        ,        3547000
2016_02_14 03:00,     47563,              4,CPU used by this session                                        ,         744900
2016_02_14 03:00,     47563,              1,CPU used by this session                                        ,         915000
2016_02_14 03:00,     47563,              2,CPU used by this session                                        ,        2523700
2016_02_14 03:00,     47563,              3,CPU used by this session                                        ,        3285400
2016_02_14 03:30,     47564,              4,CPU used by this session                                        ,         750400
2016_02_14 03:30,     47564,              1,CPU used by this session                                        ,         866500
2016_02_14 03:30,     47564,              2,CPU used by this session                                        ,        2267700
2016_02_14 03:30,     47564,              3,CPU used by this session                                        ,        3175900
2016_02_14 04:00,     47565,              4,CPU used by this session                                        ,         727800
2016_02_14 04:00,     47565,              1,CPU used by this session                                        ,         898500
2016_02_14 04:00,     47565,              2,CPU used by this session                                        ,        2457600
2016_02_14 04:00,     47565,              3,CPU used by this session                                        ,        3094700
2016_02_14 04:30,     47566,              4,CPU used by this session                                        ,        1091400
2016_02_14 04:30,     47566,              3,CPU used by this session                                        ,        3672800
2016_02_14 04:30,     47566,              2,CPU used by this session                                        ,        2457600
2016_02_14 04:30,     47566,              1,CPU used by this session                                        ,         863800
2016_02_14 05:00,     47567,              4,CPU used by this session                                        ,        1147500
2016_02_14 05:00,     47567,              1,CPU used by this session                                        ,        1093300
2016_02_14 05:00,     47567,              2,CPU used by this session                                        ,        2426800
2016_02_14 05:00,     47567,              3,CPU used by this session                                        ,        4069100
2016_02_14 05:30,     47568,              4,CPU used by this session                                        ,         754500
2016_02_14 05:30,     47568,              1,CPU used by this session                                        ,         995100
2016_02_14 05:30,     47568,              2,CPU used by this session                                        ,        2419000
2016_02_14 05:30,     47568,              3,CPU used by this session                                        ,        3803300
2016_02_14 06:00,     47569,              4,CPU used by this session                                        ,         796200
2016_02_14 06:00,     47569,              1,CPU used by this session                                        ,         987500
2016_02_14 06:00,     47569,              2,CPU used by this session                                        ,        2413500
2016_02_14 06:00,     47569,              3,CPU used by this session                                        ,        3610200
2016_02_14 06:30,     47570,              4,CPU used by this session                                        ,         792800
2016_02_14 06:30,     47570,              1,CPU used by this session                                        ,         936200
2016_02_14 06:30,     47570,              2,CPU used by this session                                        ,        2322500
2016_02_14 06:30,     47570,              3,CPU used by this session                                        ,        3397700
2016_02_14 07:00,     47571,              4,CPU used by this session                                        ,         701600
2016_02_14 07:00,     47571,              1,CPU used by this session                                        ,         877600
2016_02_14 07:00,     47571,              2,CPU used by this session                                        ,        2127800
2016_02_14 07:00,     47571,              3,CPU used by this session                                        ,        3575700
2016_02_14 07:30,     47572,              4,CPU used by this session                                        ,         725600
2016_02_14 07:30,     47572,              1,CPU used by this session                                        ,         854300
2016_02_14 07:30,     47572,              2,CPU used by this session                                        ,        2284400
2016_02_14 07:30,     47572,              3,CPU used by this session                                        ,        4103900
2016_02_14 08:00,     47573,              4,CPU used by this session                                        ,         711500
2016_02_14 08:00,     47573,              1,CPU used by this session                                        ,         933300
2016_02_14 08:00,     47573,              2,CPU used by this session                                        ,        2172500
2016_02_14 08:00,     47573,              3,CPU used by this session                                        ,        3989100
2016_02_14 08:30,     47574,              4,CPU used by this session                                        ,         915700
2016_02_14 08:30,     47574,              1,CPU used by this session                                        ,         906000
2016_02_14 08:30,     47574,              2,CPU used by this session                                        ,        2171000
2016_02_14 08:30,     47574,              3,CPU used by this session                                        ,        3880300
2016_02_14 09:00,     47575,              4,CPU used by this session                                        ,         794800
2016_02_14 09:00,     47575,              1,CPU used by this session                                        ,        1064700
2016_02_14 09:00,     47575,              2,CPU used by this session                                        ,        2303800
2016_02_14 09:00,     47575,              3,CPU used by this session                                        ,        3485500
2016_02_14 09:30,     47576,              4,CPU used by this session                                        ,         811600
2016_02_14 09:30,     47576,              1,CPU used by this session                                        ,        1025100
2016_02_14 09:30,     47576,              2,CPU used by this session                                        ,        2076900
2016_02_14 09:30,     47576,              3,CPU used by this session                                        ,        3765700
2016_02_14 10:00,     47577,              4,CPU used by this session                                        ,         798400
2016_02_14 10:00,     47577,              1,CPU used by this session                                        ,         864300
2016_02_14 10:00,     47577,              2,CPU used by this session                                        ,        2072500
2016_02_14 10:00,     47577,              3,CPU used by this session                                        ,        3325900
2016_02_14 10:30,     47578,              4,CPU used by this session                                        ,         645700
2016_02_14 10:30,     47578,              1,CPU used by this session                                        ,         876300
2016_02_14 10:30,     47578,              2,CPU used by this session                                        ,        2397600
2016_02_14 10:30,     47578,              3,CPU used by this session                                        ,        3441900
2016_02_14 11:00,     47579,              4,CPU used by this session                                        ,         563300
2016_02_14 11:00,     47579,              1,CPU used by this session                                        ,         923700
2016_02_14 11:00,     47579,              2,CPU used by this session                                        ,        2104100
2016_02_14 11:00,     47579,              3,CPU used by this session                                        ,        3257500
2016_02_14 11:30,     47580,              4,CPU used by this session                                        ,         603800
2016_02_14 11:30,     47580,              1,CPU used by this session                                        ,         930600
2016_02_14 11:30,     47580,              2,CPU used by this session                                        ,        2078900
2016_02_14 11:30,     47580,              3,CPU used by this session                                        ,        3675000
2016_02_14 12:00,     47581,              4,CPU used by this session                                        ,         659700
2016_02_14 12:00,     47581,              1,CPU used by this session                                        ,         877700
2016_02_14 12:00,     47581,              2,CPU used by this session                                        ,        2178200
2016_02_14 12:00,     47581,              3,CPU used by this session                                        ,        3443500
2016_02_14 12:30,     47582,              4,CPU used by this session                                        ,         687200
2016_02_14 12:30,     47582,              1,CPU used by this session                                        ,         907700
2016_02_14 12:30,     47582,              2,CPU used by this session                                        ,        2034600
2016_02_14 12:30,     47582,              3,CPU used by this session                                        ,        3477600
2016_02_14 13:00,     47583,              4,CPU used by this session                                        ,         842800
2016_02_14 13:00,     47583,              1,CPU used by this session                                        ,        1150300
2016_02_14 13:00,     47583,              2,CPU used by this session                                        ,        2172200
2016_02_14 13:00,     47583,              3,CPU used by this session                                        ,        3844500
2016_02_14 13:30,     47584,              4,CPU used by this session                                        ,         743600
2016_02_14 13:30,     47584,              1,CPU used by this session                                        ,         872700
2016_02_14 13:30,     47584,              2,CPU used by this session                                        ,        2185300
2016_02_14 13:30,     47584,              3,CPU used by this session                                        ,        3430900
2016_02_14 14:00,     47585,              4,CPU used by this session                                        ,         761600
2016_02_14 14:00,     47585,              1,CPU used by this session                                        ,        1380900
2016_02_14 14:00,     47585,              2,CPU used by this session                                        ,        2153200
2016_02_14 14:00,     47585,              3,CPU used by this session                                        ,        3210500
2016_02_14 14:30,     47586,              4,CPU used by this session                                        ,         819100
2016_02_14 14:30,     47586,              1,CPU used by this session                                        ,         935500
2016_02_14 14:30,     47586,              2,CPU used by this session                                        ,        2050300
2016_02_14 14:30,     47586,              3,CPU used by this session                                        ,        3650800
2016_02_14 15:00,     47587,              4,CPU used by this session                                        ,         850300
2016_02_14 15:00,     47587,              1,CPU used by this session                                        ,         864400
2016_02_14 15:00,     47587,              2,CPU used by this session                                        ,        2052400
2016_02_14 15:00,     47587,              3,CPU used by this session                                        ,        3367800
2016_02_14 15:30,     47588,              4,CPU used by this session                                        ,         915600
2016_02_14 15:30,     47588,              1,CPU used by this session                                        ,        1062500
2016_02_14 15:30,     47588,              2,CPU used by this session                                        ,        2049600
2016_02_14 15:30,     47588,              3,CPU used by this session                                        ,        3824600
2016_02_14 16:00,     47589,              4,CPU used by this session                                        ,         792800
2016_02_14 16:00,     47589,              1,CPU used by this session                                        ,         964600
2016_02_14 16:00,     47589,              2,CPU used by this session                                        ,        2035700
2016_02_14 16:00,     47589,              3,CPU used by this session                                        ,        3479000
2016_02_14 16:30,     47590,              4,CPU used by this session                                        ,         632800
2016_02_14 16:30,     47590,              1,CPU used by this session                                        ,         913500
2016_02_14 16:30,     47590,              2,CPU used by this session                                        ,        2065900
2016_02_14 16:30,     47590,              3,CPU used by this session                                        ,        3170700
2016_02_14 17:00,     47591,              4,CPU used by this session                                        ,         671600
2016_02_14 17:00,     47591,              1,CPU used by this session                                        ,         995100
2016_02_14 17:00,     47591,              2,CPU used by this session                                        ,        2341900
2016_02_14 17:00,     47591,              3,CPU used by this session                                        ,        3738100
2016_02_14 17:30,     47592,              4,CPU used by this session                                        ,         675900
2016_02_14 17:30,     47592,              1,CPU used by this session                                        ,         875000
2016_02_14 17:30,     47592,              2,CPU used by this session                                        ,        2300800
2016_02_14 17:30,     47592,              3,CPU used by this session                                        ,        3355600
2016_02_14 18:00,     47593,              4,CPU used by this session                                        ,         594400
2016_02_14 18:00,     47593,              1,CPU used by this session                                        ,         903200
2016_02_14 18:00,     47593,              2,CPU used by this session                                        ,        2659000
2016_02_14 18:00,     47593,              3,CPU used by this session                                        ,        3290500
2016_02_14 18:30,     47594,              4,CPU used by this session                                        ,         604400
2016_02_14 18:30,     47594,              1,CPU used by this session                                        ,        1008300
2016_02_14 18:30,     47594,              2,CPU used by this session                                        ,        2699500
2016_02_14 18:30,     47594,              3,CPU used by this session                                        ,        3898900
2016_02_14 19:00,     47595,              4,CPU used by this session                                        ,         728500
2016_02_14 19:00,     47595,              1,CPU used by this session                                        ,         967500
2016_02_14 19:00,     47595,              2,CPU used by this session                                        ,        2756200
2016_02_14 19:00,     47595,              3,CPU used by this session                                        ,        4331800
2016_02_14 19:30,     47596,              4,CPU used by this session                                        ,         790300
2016_02_14 19:30,     47596,              1,CPU used by this session                                        ,         887100
2016_02_14 19:30,     47596,              2,CPU used by this session                                        ,        2586900
2016_02_14 19:30,     47596,              3,CPU used by this session                                        ,        4125100
2016_02_14 20:00,     47597,              4,CPU used by this session                                        ,         845200
2016_02_14 20:00,     47597,              1,CPU used by this session                                        ,        1037700
2016_02_14 20:00,     47597,              2,CPU used by this session                                        ,        2785800
2016_02_14 20:00,     47597,              3,CPU used by this session                                        ,        4427000
2016_02_14 20:30,     47598,              4,CPU used by this session                                        ,         786600
2016_02_14 20:30,     47598,              1,CPU used by this session                                        ,         881600
2016_02_14 20:30,     47598,              2,CPU used by this session                                        ,        2655900
2016_02_14 20:30,     47598,              3,CPU used by this session                                        ,        3774300
2016_02_14 21:00,     47599,              4,CPU used by this session                                        ,         806400
2016_02_14 21:00,     47599,              1,CPU used by this session                                        ,        1208900
2016_02_14 21:00,     47599,              2,CPU used by this session                                        ,        2756700
2016_02_14 21:00,     47599,              3,CPU used by this session                                        ,        3717000
2016_02_14 21:30,     47600,              1,CPU used by this session                                        ,        1064800
2016_02_14 21:30,     47600,              2,CPU used by this session                                        ,        2952200
2016_02_14 21:30,     47600,              3,CPU used by this session                                        ,        3711800
2016_02_14 21:30,     47600,              4,CPU used by this session                                        ,         879600
2016_02_14 22:00,     47601,              3,CPU used by this session                                        ,        3395600
2016_02_14 22:00,     47601,              4,CPU used by this session                                        ,         746500
2016_02_14 22:00,     47601,              2,CPU used by this session                                        ,        2328300
2016_02_14 22:00,     47601,              1,CPU used by this session                                        ,         977000
2016_02_14 22:30,     47602,              3,CPU used by this session                                        ,        3356000
2016_02_14 22:30,     47602,              1,CPU used by this session                                        ,         895700
2016_02_14 22:30,     47602,              2,CPU used by this session                                        ,        2377800
2016_02_14 22:30,     47602,              4,CPU used by this session                                        ,         753100
2016_02_14 23:00,     47603,              3,CPU used by this session                                        ,        3541500
2016_02_14 23:00,     47603,              1,CPU used by this session                                        ,        1033100
2016_02_14 23:00,     47603,              2,CPU used by this session                                        ,        2467600
2016_02_14 23:00,     47603,              4,CPU used by this session                                        ,        1127500
2016_02_14 23:30,     47604,              1,CPU used by this session                                        ,         964300
2016_02_14 23:30,     47604,              3,CPU used by this session                                        ,        3617300
2016_02_14 23:30,     47604,              2,CPU used by this session                                        ,        2238800
2016_02_14 23:30,     47604,              4,CPU used by this session                                        ,         935100
2016_02_15 00:00,     47605,              1,CPU used by this session                                        ,         957100
2016_02_15 00:00,     47605,              3,CPU used by this session                                        ,        6164500
2016_02_15 00:00,     47605,              2,CPU used by this session                                        ,        2545500
2016_02_15 00:00,     47605,              4,CPU used by this session                                        ,         827600
2016_02_15 00:30,     47606,              4,CPU used by this session                                        ,         794100
2016_02_15 00:30,     47606,              3,CPU used by this session                                        ,        5212200
2016_02_15 00:30,     47606,              2,CPU used by this session                                        ,        2504800
2016_02_15 00:30,     47606,              1,CPU used by this session                                        ,         885700
2016_02_15 01:00,     47607,              2,CPU used by this session                                        ,        2589100
2016_02_15 01:00,     47607,              1,CPU used by this session                                        ,        1282900
2016_02_15 01:00,     47607,              4,CPU used by this session                                        ,         872900
2016_02_15 01:00,     47607,              3,CPU used by this session                                        ,        5524900
2016_02_15 01:30,     47608,              3,CPU used by this session                                        ,        4294900
2016_02_15 01:30,     47608,              2,CPU used by this session                                        ,        2160100
2016_02_15 01:30,     47608,              1,CPU used by this session                                        ,         933400
2016_02_15 01:30,     47608,              4,CPU used by this session                                        ,         811400
2016_02_15 02:00,     47609,              3,CPU used by this session                                        ,        4927100
2016_02_15 02:00,     47609,              4,CPU used by this session                                        ,         887000
2016_02_15 02:00,     47609,              1,CPU used by this session                                        ,         871100
2016_02_15 02:00,     47609,              2,CPU used by this session                                        ,        2281300
2016_02_15 02:30,     47610,              2,CPU used by this session                                        ,        1945900
2016_02_15 02:30,     47610,              1,CPU used by this session                                        ,         893800
2016_02_15 02:30,     47610,              4,CPU used by this session                                        ,         646400
2016_02_15 02:30,     47610,              3,CPU used by this session                                        ,        3603900
2016_02_15 03:00,     47611,              2,CPU used by this session                                        ,        2156800
2016_02_15 03:00,     47611,              4,CPU used by this session                                        ,         729300
2016_02_15 03:00,     47611,              3,CPU used by this session                                        ,        3543100
2016_02_15 03:00,     47611,              1,CPU used by this session                                        ,         863300
2016_02_15 03:30,     47612,              3,CPU used by this session                                        ,        3195600
2016_02_15 03:30,     47612,              4,CPU used by this session                                        ,         643100
2016_02_15 03:30,     47612,              1,CPU used by this session                                        ,         844100
2016_02_15 03:30,     47612,              2,CPU used by this session                                        ,        1819000
2016_02_15 04:00,     47613,              3,CPU used by this session                                        ,        3287900
2016_02_15 04:00,     47613,              1,CPU used by this session                                        ,         867100
2016_02_15 04:00,     47613,              4,CPU used by this session                                        ,         633000
2016_02_15 04:00,     47613,              2,CPU used by this session                                        ,        1928600
2016_02_15 04:30,     47614,              4,CPU used by this session                                        ,         735100
2016_02_15 04:30,     47614,              1,CPU used by this session                                        ,         882500
2016_02_15 04:30,     47614,              2,CPU used by this session                                        ,        1884800
2016_02_15 04:30,     47614,              3,CPU used by this session                                        ,        3432600
2016_02_15 05:00,     47615,              3,CPU used by this session                                        ,        3520200
2016_02_15 05:00,     47615,              2,CPU used by this session                                        ,        2075300
2016_02_15 05:00,     47615,              1,CPU used by this session                                        ,        1122100
2016_02_15 05:00,     47615,              4,CPU used by this session                                        ,         752500
2016_02_15 05:30,     47616,              2,CPU used by this session                                        ,        2076500
2016_02_15 05:30,     47616,              1,CPU used by this session                                        ,         940000
2016_02_15 05:30,     47616,              4,CPU used by this session                                        ,         774300
2016_02_15 05:30,     47616,              3,CPU used by this session                                        ,        3757900
2016_02_15 06:00,     47617,              1,CPU used by this session                                        ,         977200
2016_02_15 06:00,     47617,              2,CPU used by this session                                        ,        2033400
2016_02_15 06:00,     47617,              3,CPU used by this session                                        ,        4098800
2016_02_15 06:00,     47617,              4,CPU used by this session                                        ,         738200
2016_02_15 06:30,     47618,              1,CPU used by this session                                        ,         997800
2016_02_15 06:30,     47618,              2,CPU used by this session                                        ,        1876200
2016_02_15 06:30,     47618,              3,CPU used by this session                                        ,        3801900
2016_02_15 06:30,     47618,              4,CPU used by this session                                        ,         824600
2016_02_15 07:00,     47619,              1,CPU used by this session                                        ,         891300
2016_02_15 07:00,     47619,              2,CPU used by this session                                        ,        2001100
2016_02_15 07:00,     47619,              3,CPU used by this session                                        ,        3396000
2016_02_15 07:00,     47619,              4,CPU used by this session                                        ,         676000
2016_02_15 07:30,     47620,              1,CPU used by this session                                        ,         917800
2016_02_15 07:30,     47620,              2,CPU used by this session                                        ,        2026500
2016_02_15 07:30,     47620,              3,CPU used by this session                                        ,        3443500
2016_02_15 07:30,     47620,              4,CPU used by this session                                        ,         672100
2016_02_15 08:00,     47621,              1,CPU used by this session                                        ,         936600
2016_02_15 08:00,     47621,              2,CPU used by this session                                        ,        2074200
2016_02_15 08:00,     47621,              3,CPU used by this session                                        ,        3639000
2016_02_15 08:00,     47621,              4,CPU used by this session                                        ,         835000
2016_02_15 08:30,     47622,              1,CPU used by this session                                        ,         913500
2016_02_15 08:30,     47622,              2,CPU used by this session                                        ,        2120100
2016_02_15 08:30,     47622,              3,CPU used by this session                                        ,        3534900
2016_02_15 08:30,     47622,              4,CPU used by this session                                        ,        1010400
2016_02_15 09:00,     47623,              1,CPU used by this session                                        ,        1150600
2016_02_15 09:00,     47623,              2,CPU used by this session                                        ,        2306200
2016_02_15 09:00,     47623,              3,CPU used by this session                                        ,        3731200
2016_02_15 09:00,     47623,              4,CPU used by this session                                        ,        1163800
2016_02_15 09:30,     47624,              1,CPU used by this session                                        ,        1212500
2016_02_15 09:30,     47624,              2,CPU used by this session                                        ,        2116300
2016_02_15 09:30,     47624,              3,CPU used by this session                                        ,        3519300
2016_02_15 09:30,     47624,              4,CPU used by this session                                        ,         969100
2016_02_15 10:00,     47625,              1,CPU used by this session                                        ,        1052100
2016_02_15 10:00,     47625,              2,CPU used by this session                                        ,        2649500
2016_02_15 10:00,     47625,              3,CPU used by this session                                        ,        3712600
2016_02_15 10:00,     47625,              4,CPU used by this session                                        ,        1060600
2016_02_15 10:30,     47626,              1,CPU used by this session                                        ,         957300
2016_02_15 10:30,     47626,              2,CPU used by this session                                        ,        3361300
2016_02_15 10:30,     47626,              3,CPU used by this session                                        ,        3623800
2016_02_15 10:30,     47626,              4,CPU used by this session                                        ,        1010100
2016_02_15 11:00,     47627,              1,CPU used by this session                                        ,        1063300
2016_02_15 11:00,     47627,              2,CPU used by this session                                        ,        2569300
2016_02_15 11:00,     47627,              3,CPU used by this session                                        ,        3984900
2016_02_15 11:00,     47627,              4,CPU used by this session                                        ,        1092400
2016_02_15 11:30,     47628,              1,CPU used by this session                                        ,         996900
2016_02_15 11:30,     47628,              2,CPU used by this session                                        ,        2290500
2016_02_15 11:30,     47628,              3,CPU used by this session                                        ,        4380700
2016_02_15 11:30,     47628,              4,CPU used by this session                                        ,         986200
2016_02_15 12:00,     47629,              1,CPU used by this session                                        ,         948300
2016_02_15 12:00,     47629,              2,CPU used by this session                                        ,        2414800
2016_02_15 12:00,     47629,              3,CPU used by this session                                        ,        4821000
2016_02_15 12:00,     47629,              4,CPU used by this session                                        ,         844500
2016_02_15 12:30,     47630,              1,CPU used by this session                                        ,         984800
2016_02_15 12:30,     47630,              2,CPU used by this session                                        ,        2187900
2016_02_15 12:30,     47630,              3,CPU used by this session                                        ,        3660300
2016_02_15 12:30,     47630,              4,CPU used by this session                                        ,         815700
2016_02_15 13:00,     47631,              1,CPU used by this session                                        ,        1219200
2016_02_15 13:00,     47631,              2,CPU used by this session                                        ,        2470700
2016_02_15 13:00,     47631,              3,CPU used by this session                                        ,        3784700
2016_02_15 13:00,     47631,              4,CPU used by this session                                        ,         877900
2016_02_15 13:30,     47632,              1,CPU used by this session                                        ,        1151100
2016_02_15 13:30,     47632,              2,CPU used by this session                                        ,        3191900
2016_02_15 13:30,     47632,              3,CPU used by this session                                        ,        3899000
2016_02_15 13:30,     47632,              4,CPU used by this session                                        ,         799700
2016_02_15 14:00,     47633,              1,CPU used by this session                                        ,        1012600
2016_02_15 14:00,     47633,              2,CPU used by this session                                        ,        3179200
2016_02_15 14:00,     47633,              3,CPU used by this session                                        ,        3669600
2016_02_15 14:00,     47633,              4,CPU used by this session                                        ,         861000
2016_02_15 14:30,     47634,              1,CPU used by this session                                        ,         935500
2016_02_15 14:30,     47634,              2,CPU used by this session                                        ,        2691500
2016_02_15 14:30,     47634,              3,CPU used by this session                                        ,        3606200
2016_02_15 14:30,     47634,              4,CPU used by this session                                        ,         940900
2016_02_15 15:00,     47635,              1,CPU used by this session                                        ,        1000100
2016_02_15 15:00,     47635,              2,CPU used by this session                                        ,        2878700
2016_02_15 15:00,     47635,              3,CPU used by this session                                        ,        3576900
2016_02_15 15:00,     47635,              4,CPU used by this session                                        ,         866900
2016_02_15 15:30,     47636,              1,CPU used by this session                                        ,         942100
