Enter value for sql_id: crg49j4zawzwt

   |             |          |      |                 |    |      |       |      |        |            |           |         |          |      elapsd|         cpu|          io|       clust|        conc|         |          |            |
   |             |          |      |                 | inv| parse|       |PXServ|        |      buffer|       disk|   direct|      rows|        time|        time|        wait|        wait|        wait|         |          |     elapsed|
 in|             | plan_hash|  snap|                 |alid| calls|   exec|  Exec| fetches|        gets|      reads|   writes| processed|       delta|       delta|       delta|       delta|       delta|         |          |         per|
 ID|SQL_ID       |     value|    id|SNAP_BEG         | dlt| delta|  delta| delta|   delta|       delta|      delta|    delta|     delta|        (ms)|        (ms)|        (ms)|        (ms)|        (ms)|OPT      |    CPU_EX|   execution|SQL_PROFILE
---|-------------|----------|------|-----------------|----|------|-------|------|--------|------------|-----------|---------|----------|------------|------------|------------|------------|------------|---------|----------|------------|------------------------------------------------------------------------------------------------
  1|crg49j4zawzwt| 311184100| 26355|SUN 13-10 15:00  |   1|     0|     16|     0|      16|     5237360|    4720864|        0|         0|  1240010.00|   230080.00|  1112547.60|         .00|      217.04|ALL      |     14380|    77500.63|null
  1|crg49j4zawzwt| 311184100| 26356|SUN 13-10 16:00  |   1|     0|     16|     0|      16|     5237360|    4720864|        0|         0|  1234496.31|   228690.00|  1107653.64|         .00|      218.30|ALL      | 14293.125|    77156.02|null
  1|crg49j4zawzwt| 311184100| 26357|SUN 13-10 17:00  |   1|     2|     15|     0|      14|     4582741|    4130761|        0|         3|  1998684.12|   211500.00|  1877358.84|         .00|      217.31|ALL      |     14100|   133245.61|null
  1|crg49j4zawzwt| 311184100| 26358|SUN 13-10 18:00  |   0|     0|     16|     0|      16|     5237362|    4720866|        0|         2|  1320002.92|   234600.00|  1187734.09|         .00|      108.37|ALL      |   14662.5|    82500.18|null
  1|crg49j4zawzwt| 311184100| 26359|SUN 13-10 19:00  |   0|     0|     16|     0|      17|     5564695|    5015918|        0|         0|  1421624.66|   251270.00|  1278820.67|         .00|      108.94|ALL      | 15704.375|    88851.54|null
  1|crg49j4zawzwt| 311184100| 26360|SUN 13-10 20:00  |   0|     1|     15|     0|      14|     4582690|    4174712|        0|         0|  1126276.19|   208960.00|  1007045.66|         .00|         .00|ALL      |13930.6667|    75085.08|null
  1|crg49j4zawzwt| 311184100| 26361|SUN 13-10 21:00  |   0|     1|     15|     0|      15|     5228372|    4765958|        0|         4|  1290438.27|   240940.00|  1152564.88|         .00|         .00|ALL      |16062.6667|    86029.22|null
  1|crg49j4zawzwt| 311184100| 26362|SUN 13-10 22:00  |   0|     1|     17|     0|      17|     5246354|    4783910|        0|         2|  1281734.30|   239520.00|  1144848.99|         .00|         .00|ALL      |14089.4118|    75396.14|null
  1|crg49j4zawzwt| 311184100| 26363|SUN 13-10 23:00  |   0|     0|     16|     0|      16|     5237360|    4774928|        0|         0|  1282154.90|   241330.00|  1143532.70|         .00|         .00|ALL      | 15083.125|    80134.68|null
  1|crg49j4zawzwt| 311184100| 26364|MON 14-10 00:00  |   0|     0|     11|     0|      12|     3928020|    3581172|        0|         0|   951319.19|   177860.00|   850772.19|         .00|      109.60|ALL      |16169.0909|    86483.56|null
  1|crg49j4zawzwt| 311184100| 26365|MON 14-10 01:00  |   1|     1|     15|     0|      14|     4582694|    4178010|        0|         4|  1124727.08|   210800.00|  1004416.67|         .00|      218.57|ALL      |14053.3333|    74981.81|null
  1|crg49j4zawzwt| 311184100| 26366|MON 14-10 02:00  |   0|     0|     17|     0|      17|     5564697|    5073295|        0|         2|  1351634.41|   243450.00|  1213082.50|         .00|      111.13|ALL      |14320.5882|    79507.91|null
  1|crg49j4zawzwt| 311184100| 26367|MON 14-10 03:00  |   0|     0|     16|     0|      16|     5237360|    4774864|        0|         0|  1261024.71|   227270.00|  1131206.01|         .00|         .00|ALL      | 14204.375|    78814.04|null
  1|crg49j4zawzwt| 311184100| 26368|MON 14-10 04:00  |   0|     2|     14|     0|      15|     4910026|    4486468|        0|         1|  2077895.88|   237940.00|  1929639.92|         .00|        2.30|ALL      |16995.7143|   148421.13|null
  1|crg49j4zawzwt| 311184100| 26369|MON 14-10 05:00  |   1|     1|     16|     0|      16|     5237352|    4632228|        0|         8|  1297529.33|   223670.00|  1168344.31|         .00|         .00|ALL      | 13979.375|    81095.58|null
  1|crg49j4zawzwt| 311184100| 26370|MON 14-10 06:01  |   1|     0|     16|     0|      15|     4910011|    4342696|        0|         1|  1176836.98|   208090.00|  1058116.44|         .00|        3.73|ALL      | 13005.625|    73552.31|null
  1|crg49j4zawzwt| 311184100| 26371|MON 14-10 07:00  |   0|     3|     16|     0|      17|     5564678|    4933961|        0|         0|  1358706.88|   241230.00|  1214026.95|         .00|         .00|ALL      | 15076.875|    84919.18|null
  1|crg49j4zawzwt| 311184100| 26372|MON 14-10 08:00  |   1|     0|     16|     0|      16|     5237344|    4645264|        0|         0|  1228531.53|   221440.00|  1102722.97|         .00|         .00|ALL      |     13840|    76783.22|null
  1|crg49j4zawzwt| 311184100| 26373|MON 14-10 09:00  |   1|     1|     16|     0|      16|     5237348|    4645255|        0|         4|  1232429.75|   221300.00|  1106477.74|         .00|         .00|ALL      |  13831.25|    77026.86|null
  1|crg49j4zawzwt| 311184100| 26374|MON 14-10 10:00  |   1|     0|     16|     0|      15|     4910011|    4354921|        0|         1|  1197758.14|   206850.00|  1079963.76|         .00|         .00|ALL      | 12928.125|    74859.88|null
  1|crg49j4zawzwt| 311184100| 26375|MON 14-10 11:00  |   0|     0|     16|     0|      16|     5237344|    5041638|        0|         0|  1556833.82|   249420.00|  1412284.92|         .00|         .00|ALL      |  15588.75|    97302.11|null
  1|crg49j4zawzwt| 311184100| 26376|MON 14-10 12:00  |   0|     0|     16|     0|      16|     5237344|    5098256|        0|         0|  1653142.17|   250930.00|  1508239.23|         .00|         .00|ALL      | 15683.125|   103321.39|null
  1|crg49j4zawzwt| 311184100| 26377|MON 14-10 13:00  |   0|     2|     16|     0|      16|     5237366|    5098259|        0|         4|  1425481.01|   249120.00|  1281190.13|         .00|         .00|ALL      |     15570|    89092.56|null
  1|crg49j4zawzwt| 311184100| 26378|MON 14-10 14:00  |   0|     8|     16|     0|      16|     5237345|    5098257|        0|         1|  1436931.77|   252770.00|  1289987.34|         .00|         .00|ALL      | 15798.125|    89808.24|null
  1|crg49j4zawzwt| 311184100| 26379|MON 14-10 15:00  |   0|     4|     16|     0|      16|     5237344|    5098256|        0|         0|  1446144.00|   254620.00|  1298537.21|         .00|         .00|ALL      |  15913.75|    90384.00|null
  1|crg49j4zawzwt| 311184100| 26380|MON 14-10 16:00  |   0|     2|     16|     0|      16|     5237344|    5098256|        0|         0|  1434544.33|   250220.00|  1289790.26|         .00|         .00|ALL      |  15638.75|    89659.02|null
  1|crg49j4zawzwt| 311184100| 26381|MON 14-10 17:00  |   0|     3|     15|     0|      16|     5237412|    5098224|        0|         4|  1676815.95|   243020.00|  1539846.25|         .00|         .00|ALL      |16201.3333|   111787.73|null
  1|crg49j4zawzwt| 311184100| 26382|MON 14-10 18:00  |   1|     2|     16|     0|      16|     5237345|    5098224|        0|         1|  1354779.78|   237250.00|  1224137.59|         .00|         .00|ALL      | 14828.125|    84673.74|null
  1|crg49j4zawzwt| 311184100| 26383|MON 14-10 19:00  |   1|     2|     16|     0|      16|     5237364|    5098228|        0|         4|  1374509.65|   239230.00|  1241712.21|         .00|         .00|ALL      | 14951.875|    85906.85|null
  1|crg49j4zawzwt| 311184100| 26384|MON 14-10 20:00  |   1|     2|     16|     0|      15|     4910011|    4779586|        0|         1|  1268732.27|   223810.00|  1143067.78|         .00|         .00|ALL      | 13988.125|    79295.77|null
  1|crg49j4zawzwt| 311184100| 26385|MON 14-10 21:00  |   0|     2|     16|     0|      16|     5237420|    5098218|        0|         4|  1354834.51|   239850.00|  1220073.44|         .00|         .00|ALL      | 14990.625|    84677.16|null
  1|crg49j4zawzwt| 311184100| 26386|MON 14-10 22:00  |   0|     2|     15|     0|      15|     4910074|    4779522|        0|         5|  1679648.59|   239510.00|  1543718.22|         .00|      323.39|ALL      |15967.3333|   111976.57|null
  1|crg49j4zawzwt| 311184100| 26387|MON 14-10 23:00  |   0|     0|     16|     0|      16|     5237324|    4427252|        0|        12|  1250959.43|   226970.00|  1116587.33|         .00|      133.24|ALL      | 14185.625|    78184.96|null
  1|crg49j4zawzwt| 311184100| 26388|TUE 15-10 00:00  |   0|     0|     11|     0|      11|     3600666|    3155620|        0|         2|  1172407.34|   169240.00|  1072197.84|         .00|      217.31|ALL      |15385.4545|   106582.49|null
  1|crg49j4zawzwt| 311184100| 26389|TUE 15-10 01:00  |   0|     0|     15|     0|      15|     4910014|    4303741|        0|         4|  1279338.32|   236090.00|  1136789.84|         .00|      218.57|ALL      |15739.3333|    85289.22|null
  1|crg49j4zawzwt| 311184100| 26390|TUE 15-10 02:00  |   0|     1|     16|     0|      16|     5237314|    4594738|        0|         2|  1316183.66|   230350.00|  1180589.85|         .00|         .00|ALL      | 14396.875|    82261.48|null
  1|crg49j4zawzwt| 311184100| 26391|TUE 15-10 03:00  |   0|     0|     16|     0|      16|     5237312|    4594736|        0|         0|  1294492.50|   230940.00|  1158261.34|         .00|         .00|ALL      |  14433.75|    80905.78|null
  1|crg49j4zawzwt| 311184100| 26392|TUE 15-10 04:00  |   0|     0|     14|     0|      15|     4909980|    4307565|        0|         0|  2084344.84|   221010.00|  1954521.79|         .00|         .00|ALL      |15786.4286|   148881.77|null
  1|crg49j4zawzwt| 311184100| 26393|TUE 15-10 05:00  |   1|     2|     17|     0|      16|     5237372|    4132362|        0|         4|  1424261.41|   218480.00|  1287520.74|         .00|       48.41|ALL      |12851.7647|    83780.08|null
  1|crg49j4zawzwt| 311184100| 26394|TUE 15-10 06:00  |   0|     0|     16|     0|      16|     5237313|    4255073|        0|         1|  1214070.53|   220680.00|  1080769.94|         .00|         .00|ALL      |   13792.5|    75879.41|null
  1|crg49j4zawzwt| 311184100| 26395|TUE 15-10 07:00  |   0|     3|     16|     0|      16|     5237312|    4677015|        0|         0|  1377597.52|   238220.00|  1233819.34|         .00|         .17|ALL      |  14888.75|    86099.85|null
  1|crg49j4zawzwt| 311184100| 26396|TUE 15-10 08:00  |   0|     1|     16|     0|      16|     5237312|    4731440|        0|         0|  1324661.55|   238000.00|  1183967.12|         .00|         .00|ALL      |     14875|    82791.35|null
  1|crg49j4zawzwt| 311184100| 26397|TUE 15-10 09:00  |   0|     2|     15|     0|      16|     5237388|    4731444|        0|         4|  1316326.33|   238340.00|  1174749.58|         .00|         .00|ALL      |15889.3333|    87755.09|null
  1|crg49j4zawzwt| 311184100| 26398|TUE 15-10 10:00  |   1|     0|     17|     0|      16|     5237313|    4731441|        0|         1|  1344911.13|   235840.00|  1204516.65|         .00|         .00|ALL      |13872.9412|    79112.42|null
  1|crg49j4zawzwt| 311184100| 26399|TUE 15-10 11:00  |   0|     0|     16|     0|      16|     5237312|    4731440|        0|         0|  1278135.52|   230800.00|  1145004.05|         .00|         .00|ALL      |     14425|    79883.47|null
  1|crg49j4zawzwt| 311184100| 26400|TUE 15-10 12:00  |   0|     1|     16|     0|      16|     5237312|    4731440|        0|         0|  1280772.59|   226090.00|  1151780.36|         .00|         .00|ALL      | 14130.625|    80048.29|null
  1|crg49j4zawzwt| 311184100| 26401|TUE 15-10 13:00  |   0|     2|     15|     0|      16|     5237368|    4731467|        0|         4|  1257713.76|   226170.00|  1128209.07|         .00|         .00|ALL      |     15078|    83847.58|null
  1|crg49j4zawzwt| 311184100| 26402|TUE 15-10 14:00  |   1|     3|     17|     0|      16|     5237345|    4731473|        0|         1|  1272332.71|   225740.00|  1142152.08|         .00|         .00|ALL      |13278.8235|    74843.10|null
  1|crg49j4zawzwt| 311184100| 26403|TUE 15-10 15:00  |   0|     2|     16|     0|      16|     5237344|    4731472|        0|         0|  1304247.70|   229290.00|  1171612.44|         .00|         .00|ALL      | 14330.625|    81515.48|null
  1|crg49j4zawzwt| 311184100| 26404|TUE 15-10 16:00  |   0|     4|     16|     0|      16|     5237344|    4734112|        0|         0|  1291239.69|   228860.00|  1159927.22|         .00|         .00|ALL      |  14303.75|    80702.48|null
  1|crg49j4zawzwt| 311184100| 26405|TUE 15-10 17:00  |   0|     1|     15|     0|      16|     5237406|    4736736|        0|         4|  1585858.46|   231340.00|  1451680.89|         .00|         .00|ALL      |15422.6667|   105723.90|null
  1|crg49j4zawzwt| 311184100| 26406|TUE 15-10 18:00  |   1|     0|     16|     0|      16|     5237329|    4736721|        0|         1|  1324778.76|   234850.00|  1188830.41|         .00|         .00|ALL      | 14678.125|    82798.67|null
  1|crg49j4zawzwt| 311184100| 26407|TUE 15-10 19:00  |   0|     5|     16|     0|      16|     5237328|    4736720|        0|         0|  1337240.54|   240650.00|  1197582.91|         .00|         .00|ALL      | 15040.625|    83577.53|null
  1|crg49j4zawzwt| 311184100| 26408|TUE 15-10 20:00  |   0|     2|     15|     0|      14|     4582760|    4464655|        0|        48|  1260419.83|   222210.00|  1131121.21|         .00|         .00|ALL      |     14814|    84027.99|null
  1|crg49j4zawzwt| 311184100| 26409|TUE 15-10 21:00  |   0|     4|     16|     0|      16|     5237432|    5131847|        0|        23|  1470477.78|   253270.00|  1323321.11|         .00|         .00|ALL      | 15829.375|    91904.86|null
  1|crg49j4zawzwt| 311184100| 26410|TUE 15-10 22:00  |   0|     3|     14|     0|      15|     4910056|    4811101|        0|         1|  1891938.62|   252110.00|  1745250.15|         .00|      321.02|ALL      |18007.8571|   135138.47|null
  1|crg49j4zawzwt| 311184100| 26411|TUE 15-10 23:00  |   0|     0|     16|     0|      16|     5237392|    5131840|        0|         0|  1417296.47|   245310.00|  1283577.18|         .00|         .00|ALL      | 15331.875|    88581.03|null
  1|crg49j4zawzwt| 311184100| 26412|WED 16-10 00:00  |   1|     0|     11|     0|      11|     3600707|    3528122|        0|         0|   913665.73|   170070.00|   820714.16|         .00|         .00|ALL      |15460.9091|    83060.52|null
  1|crg49j4zawzwt| 311184100| 26413|WED 16-10 01:00  |   1|     0|     16|     0|      16|     5237401|    5131791|        0|         9|  1361342.39|   249400.00|  1225014.78|         .00|         .00|ALL      |   15587.5|    85083.90|null
  1|crg49j4zawzwt| 311184100| 26414|WED 16-10 02:00  |   0|     1|     16|     0|      16|     5237406|    5131773|        0|         5|  1318307.51|   234640.00|  1191358.83|         .00|         .00|ALL      |     14665|    82394.22|null
  1|crg49j4zawzwt| 311184100| 26415|WED 16-10 03:00  |   1|     0|     16|     0|      16|     5237443|    5131744|        0|         3|  1318116.21|   234660.00|  1190875.12|         .00|         .00|ALL      |  14666.25|    82382.26|null
  1|crg49j4zawzwt| 311184100| 26416|WED 16-10 04:00  |   1|     0|     14|     0|      13|     4255420|    4169542|        0|         0|  2000554.82|   227080.00|  1866416.26|         .00|         .00|ALL      |     16220|   142896.77|null
  1|crg49j4zawzwt| 311184100| 26417|WED 16-10 05:00  |   0|     2|     16|     0|      16|     5237509|    5131749|        0|         4|  1799390.39|   281610.00|  1632092.06|         .00|         .00|ALL      | 17600.625|   112461.90|null
  1|crg49j4zawzwt| 311184100| 26418|WED 16-10 06:00  |   0|     2|     15|     0|      16|     5237442|    5131746|        0|         2|  1880713.86|   272840.00|  1720816.25|         .00|         .00|ALL      |18189.3333|   125380.92|null

   |             |          |      |                 |    |      |       |      |        |            |           |         |          |      elapsd|         cpu|          io|       clust|        conc|         |          |            |
   |             |          |      |                 | inv| parse|       |PXServ|        |      buffer|       disk|   direct|      rows|        time|        time|        wait|        wait|        wait|         |          |     elapsed|
 in|             | plan_hash|  snap|                 |alid| calls|   exec|  Exec| fetches|        gets|      reads|   writes| processed|       delta|       delta|       delta|       delta|       delta|         |          |         per|
 ID|SQL_ID       |     value|    id|SNAP_BEG         | dlt| delta|  delta| delta|   delta|       delta|      delta|    delta|     delta|        (ms)|        (ms)|        (ms)|        (ms)|        (ms)|OPT      |    CPU_EX|   execution|SQL_PROFILE
---|-------------|----------|------|-----------------|----|------|-------|------|--------|------------|-----------|---------|----------|------------|------------|------------|------------|------------|---------|----------|------------|------------------------------------------------------------------------------------------------
  1|crg49j4zawzwt| 311184100| 26419|WED 16-10 07:00  |   0|     5|     16|     0|      15|     4910100|    4454179|        0|         0|  1580486.66|   239650.00|  1422649.27|         .00|      205.40|ALL      | 14978.125|    98780.42|null
  1|crg49j4zawzwt| 311184100| 26420|WED 16-10 08:00  |   0|     1|     16|     0|      16|     5237440|    4773744|        0|         0|  1342166.70|   238930.00|  1201960.68|         .00|         .00|ALL      | 14933.125|    83885.42|null
  1|crg49j4zawzwt| 311184100| 26421|WED 16-10 09:00  |   0|     0|     16|     0|      16|     5237444|    4773724|        0|         4|  1340385.40|   238780.00|  1200001.84|         .00|         .00|ALL      |  14923.75|    83774.09|null
  1|crg49j4zawzwt| 311184100| 26422|WED 16-10 10:00  |   0|     1|     16|     0|      17|     5564781|    5072070|        0|         1|  1448671.73|   250840.00|  1302273.73|         .00|         .00|ALL      |   15677.5|    90541.98|null
  1|crg49j4zawzwt| 311184100| 26423|WED 16-10 11:00  |   1|     1|     16|     0|      16|     5237469|    4796734|        0|         4|  1362308.26|   236310.00|  1226713.10|         .00|         .00|ALL      | 14769.375|    85144.27|null
  1|crg49j4zawzwt| 311184100| 26424|WED 16-10 12:00  |   1|     4|     16|     0|      16|     5237441|    4806704|        0|         1|  1347708.58|   233240.00|  1214488.46|         .00|         .00|ALL      |   14577.5|    84231.79|null
  1|crg49j4zawzwt| 311184100| 26425|WED 16-10 13:00  |   1|     4|     16|     0|      16|     5237444|    5057462|        0|         4|  1417401.50|   244460.00|  1278544.10|         .00|         .00|ALL      |  15278.75|    88587.59|null
  1|crg49j4zawzwt| 311184100| 26426|WED 16-10 14:00  |   1|     1|     16|     0|      15|     4910101|    4772598|        0|         1|  1335127.43|   234490.00|  1198616.82|         .00|         .00|ALL      | 14655.625|    83445.46|null
  1|crg49j4zawzwt| 311184100| 26427|WED 16-10 15:00  |   0|     3|     15|     0|      16|     5237440|    5091300|        0|         0|  1436446.88|   239850.00|  1303214.71|         .00|         .00|ALL      |     15990|    95763.13|null
  1|crg49j4zawzwt| 311184100| 26428|WED 16-10 16:00  |   1|     2|     16|     0|      16|     5237440|    5092172|        0|         0|  1315090.85|   232550.00|  1186919.46|         .00|         .00|FIR      | 14534.375|    82193.18|null
  1|crg49j4zawzwt| 311184100| 26429|WED 16-10 17:00  |   1|     3|     15|     0|      15|     4910154|    4773903|        0|         4|  1883915.60|   225620.00|  1756583.62|         .00|         .00|ALL      |15041.3333|   125594.37|null
  1|crg49j4zawzwt| 311184100| 26430|WED 16-10 18:00  |   1|     2|     16|     0|      15|     4910117|    4773900|        0|         5|  1357149.43|   224690.00|  1230651.73|         .00|         .00|ALL      | 14043.125|    84821.84|null
  1|crg49j4zawzwt| 311184100| 26431|WED 16-10 19:00  |   0|     3|     15|     0|      15|     4910120|    4773905|        0|        20|  1316715.60|   228240.00|  1186011.54|         .00|         .00|ALL      |     15216|    87781.04|null
  1|crg49j4zawzwt| 311184100| 26432|WED 16-10 20:00  |   0|     3|     16|     0|      16|     5237441|    5114117|        0|         1|  1428748.33|   251450.00|  1283354.99|         .00|         .00|ALL      | 15715.625|    89296.77|null
  1|crg49j4zawzwt| 311184100| 26433|WED 16-10 21:00  |   0|     2|     15|     0|      16|     5237444|    5122600|        0|         4|  1404980.50|   249630.00|  1260675.07|         .00|         .00|ALL      |     16642|    93665.37|null
  1|crg49j4zawzwt| 311184100| 26434|WED 16-10 22:00  |   1|     3|     16|     0|      16|     5237442|    5122594|        0|         2|  1465161.38|   252970.00|  1322513.17|         .00|         .00|ALL      | 15810.625|    91572.59|null
  1|crg49j4zawzwt| 311184100| 26435|WED 16-10 23:00  |   1|     0|     16|     0|      16|     5237440|    5122592|        0|         0|  1573621.15|   255180.00|  1429519.88|         .00|         .00|ALL      |  15948.75|    98351.32|null
  1|crg49j4zawzwt| 311184100| 26436|THU 17-10 00:00  |   1|     1|     10|     0|      10|     3273413|    3201619|        0|         0|  1199375.79|   158150.00|  1110611.26|         .00|         .00|ALL      |     15815|   119937.58|null
  1|crg49j4zawzwt| 311184100| 26437|THU 17-10 01:00  |   1|     2|     16|     0|      16|     5237460|    5122580|        0|         4|  1364041.98|   251510.00|  1225123.13|         .00|         .00|ALL      | 15719.375|    85252.62|null
  1|crg49j4zawzwt| 311184100| 26438|THU 17-10 02:00  |   1|     1|     16|     0|      16|     5237457|    5122577|        0|         1|  1346024.54|   238340.00|  1215006.18|         .00|         .00|ALL      |  14896.25|    84126.53|null
  1|crg49j4zawzwt| 311184100| 26439|THU 17-10 03:00  |   1|     0|     16|     0|      16|     5237456|    5122576|        0|         0|  1344280.87|   238670.00|  1213445.44|         .00|         .00|ALL      | 14916.875|    84017.55|null
  1|crg49j4zawzwt| 311184100| 26440|THU 17-10 04:00  |   1|     0|     15|     0|      15|     4910115|    4802415|        0|         0|  1886692.82|   237810.00|  1751735.99|         .00|         .00|ALL      |     15854|   125779.52|null
  1|crg49j4zawzwt| 311184100| 26441|THU 17-10 05:00  |   1|     1|     16|     0|      16|     5237460|    5122554|        0|         4|  1371673.00|   239850.00|  1238696.96|         .00|         .00|ALL      | 14990.625|    85729.56|null
  1|crg49j4zawzwt| 311184100| 26442|THU 17-10 06:00  |   1|     0|     16|     0|      16|     5237457|    5122545|        0|         1|  1356279.54|   238960.00|  1224282.08|         .00|         .00|ALL      |     14935|    84767.47|null
  1|crg49j4zawzwt| 311184100| 26443|THU 17-10 07:00  |   0|     5|     16|     0|      16|     5237456|    5153927|        0|         0|  1427129.35|   244580.00|  1274927.28|         .00|         .28|FIR      |  15286.25|    89195.58|null
  1|crg49j4zawzwt| 311184100| 26444|THU 17-10 08:00  |   1|     1|     16|     0|      16|     5237456|    5157808|        0|         0|  1351227.97|   237870.00|  1219602.35|         .00|         .00|ALL      | 14866.875|    84451.75|null
  1|crg49j4zawzwt| 311184100| 26445|THU 17-10 09:00  |   1|     2|     16|     0|      16|     5237447|    5157773|        0|         4|  1341666.69|   238810.00|  1210446.51|         .00|         .00|ALL      | 14925.625|    83854.17|null
  1|crg49j4zawzwt| 311184100| 26446|THU 17-10 10:00  |   1|     0|     16|     0|      16|     5237441|    5041691|        0|         1|  1333442.23|   234520.00|  1202756.72|         .00|         .00|ALL      |   14657.5|    83340.14|null
  1|crg49j4zawzwt| 311184100| 26447|THU 17-10 11:00  |   1|     2|     16|     0|      16|     5237440|    4698512|        0|         0|  1237794.44|   221130.00|  1112339.95|         .00|         .00|FIR      | 13820.625|    77362.15|null
  1|crg49j4zawzwt| 311184100| 26448|THU 17-10 12:00  |   1|     2|     16|     0|      16|     5237440|    4698512|        0|         0|  1351947.29|   223710.00|  1223315.18|         .00|         .00|ALL      | 13981.875|    84496.71|null
  1|crg49j4zawzwt| 311184100| 26449|THU 17-10 13:00  |   1|     0|     16|     0|      16|     5237444|    4698516|        0|         4|  1283092.79|   223570.00|  1155221.94|         .00|         .00|ALL      | 13973.125|    80193.30|null
  1|crg49j4zawzwt| 311184100| 26450|THU 17-10 14:00  |   0|     5|     16|     0|      15|     4910101|    4404856|        0|         1|  1226481.26|   215840.00|  1101551.74|         .00|         .00|FIR      |     13490|    76655.08|null
  1|crg49j4zawzwt| 311184100| 26451|THU 17-10 15:00  |   0|     6|     16|     0|      16|     5237440|    4698512|        0|         0|  1358670.33|   237690.00|  1218180.85|         .00|         .00|ALL      | 14855.625|    84916.90|null
  1|crg49j4zawzwt| 311184100| 26452|THU 17-10 16:00  |   0|     2|     16|     0|      16|     5237440|    4698512|        0|         0|  1317553.81|   237750.00|  1175623.29|         .00|         .00|ALL      | 14859.375|    82347.11|null
  1|crg49j4zawzwt| 311184100| 26453|THU 17-10 17:00  |   0|     3|     16|     0|      16|     5237511|    4698540|        0|         4|  1426072.98|   235540.00|  1283861.69|         .00|         .43|ALL      |  14721.25|    89129.56|null
  1|crg49j4zawzwt| 311184100| 26454|THU 17-10 18:00  |   0|    10|     16|     0|      16|     5237563|    4698449|        0|         7|  1290418.79|   230550.00|  1155745.63|         .00|         .00|ALL      | 14409.375|    80651.17|null
  1|crg49j4zawzwt| 311184100| 26455|THU 17-10 19:00  |   0|     9|     16|     0|      16|     5237615|    4698167|        0|        29|  1300267.35|   230450.00|  1163747.35|         .00|         .00|ALL      | 14403.125|    81266.71|null
  1|crg49j4zawzwt| 311184100| 26456|THU 17-10 20:00  |   0|     5|     15|     0|      16|     5237407|    4960537|        0|        28|  1389819.32|   239020.00|  1252164.61|         .00|         .00|ALL      |15934.6667|    92654.62|null
  1|crg49j4zawzwt| 311184100| 26457|THU 17-10 21:24  |   0|     4|      9|     0|       8|     2618809|    2618684|        0|         5|   918160.37|   129430.00|   838681.37|         .00|         .00|ALL      |14381.1111|   102017.82|null
  1|crg49j4zawzwt| 311184100| 26458|THU 17-10 22:00  |   0|     0|     16|     0|      16|     5237392|    5237245|        0|        15|  1565466.40|   261330.00|  1412089.48|         .00|      326.91|ALL      | 16333.125|    97841.65|null
  1|crg49j4zawzwt| 311184100| 26459|THU 17-10 23:00  |   0|     5|     15|     0|      16|     5237378|    5237285|        0|         2|  1884739.42|   256070.00|  1735190.11|         .00|      110.57|ALL      |17071.3333|   125649.29|null
  1|crg49j4zawzwt| 311184100| 26460|FRI 18-10 00:00  |   0|     2|     10|     0|      10|     3273367|    3273354|        0|         0|  1135259.13|   158170.00|  1044027.57|         .00|      110.34|ALL      |     15817|   113525.91|null
  1|crg49j4zawzwt| 311184100| 26461|FRI 18-10 01:00  |   0|     2|     16|     0|      16|     5237381|    5237347|        0|         5|  1373177.14|   243850.00|  1237695.35|         .00|         .00|ALL      | 15240.625|    85823.57|null
  1|crg49j4zawzwt| 311184100| 26462|FRI 18-10 02:00  |   0|     1|     16|     0|      16|     5237377|    5237337|        0|         1|  1327824.79|   227370.00|  1202320.12|         .00|         .00|ALL      | 14210.625|    82989.05|null
  1|crg49j4zawzwt| 311184100| 26463|FRI 18-10 03:01  |   0|     3|     16|     0|      16|     5237376|    5237328|        0|         0|  1336513.50|   228470.00|  1210409.88|         .00|         .00|ALL      | 14279.375|    83532.09|null
  1|crg49j4zawzwt| 311184100| 26464|FRI 18-10 04:00  |   0|     2|     15|     0|      14|     4582792|    4232729|        0|         4|  1809206.59|   208420.00|  1683953.19|         .00|       73.14|ALL      |13894.6667|   120613.77|null
  1|crg49j4zawzwt| 311184100| 26465|FRI 18-10 05:00  |   0|     1|     16|     0|      16|     5237549|    3995281|        0|         5|  1354072.66|   204630.00|  1226773.95|         .00|         .00|ALL      | 12789.375|    84629.54|null
  1|crg49j4zawzwt| 311184100| 26466|FRI 18-10 06:00  |   0|     3|     16|     0|      16|     5237474|    4033394|        0|         2|  1172649.31|   203180.00|  1047460.94|         .00|         .00|ALL      |  12698.75|    73290.58|null
  1|crg49j4zawzwt| 311184100| 26467|FRI 18-10 07:00  |   0|     3|     16|     0|      16|     5237472|    4133046|        0|         0|  1220296.53|   211010.00|  1085653.70|         .00|         .00|ALL      | 13188.125|    76268.53|null
  1|crg49j4zawzwt| 311184100| 26468|FRI 18-10 08:00  |   0|     1|     16|     0|      16|     5237472|    4152960|        0|         0|  1204083.00|   210380.00|  1073776.59|         .00|         .00|ALL      |  13148.75|    75255.19|null
  1|crg49j4zawzwt| 311184100| 26469|FRI 18-10 09:00  |   0|     1|     16|     0|      16|     5237464|    4152856|        0|         4|  1196817.37|   212230.00|  1064998.20|         .00|         .00|ALL      | 13264.375|    74801.09|null
  1|crg49j4zawzwt| 311184100| 26470|FRI 18-10 10:00  |   0|     1|     16|     0|      16|     5237458|    4152818|        0|         2|  1184798.21|   209290.00|  1056142.58|         .00|         .00|ALL      | 13080.625|    74049.89|null
