Enter value for sql_id: crg49j4zawzwt

   |             |          |      |                 |    |      |       |      |        |            |           |         |          |      elapsd|         cpu|          io|       clust|        conc|         |          |            |
   |             |          |      |                 | inv| parse|       |PXServ|        |      buffer|       disk|   direct|      rows|        time|        time|        wait|        wait|        wait|         |          |     elapsed|
 in|             | plan_hash|  snap|                 |alid| calls|   exec|  Exec| fetches|        gets|      reads|   writes| processed|       delta|       delta|       delta|       delta|       delta|         |          |         per|
 ID|SQL_ID       |     value|    id|SNAP_BEG         | dlt| delta|  delta| delta|   delta|       delta|      delta|    delta|     delta|        (ms)|        (ms)|        (ms)|        (ms)|        (ms)|OPT      |    CPU_EX|   execution|SQL_PROFILE
---|-------------|----------|------|-----------------|----|------|-------|------|--------|------------|-----------|---------|----------|------------|------------|------------|------------|------------|---------|----------|------------|------------------------------------------------------------------------------------------------
  1|crg49j4zawzwt| 311184100| 26432|WED 16-10 20:00  |   0|     3|     16|  1428748.33|   251450.00|  1283354.99|         .00|         .00|ALL      |        0|    80209.69|null        |null        | 15715.625|    89296.77
  1|crg49j4zawzwt| 311184100| 26433|WED 16-10 21:00  |   0|     2|     15|  1404980.50|   249630.00|  1260675.07|         .00|         .00|ALL      |        0|    84045.00|null        |null        |     16642|    93665.37
  1|crg49j4zawzwt| 311184100| 26434|WED 16-10 22:00  |   1|     3|     16|  1465161.38|   252970.00|  1322513.17|         .00|         .00|ALL      |        0|    82657.07|null        |null        | 15810.625|    91572.59
  1|crg49j4zawzwt| 311184100| 26435|WED 16-10 23:00  |   1|     0|     16|  1573621.15|   255180.00|  1429519.88|         .00|         .00|ALL      |null     |    89344.99|null        |null        |  15948.75|    98351.32
  1|crg49j4zawzwt| 311184100| 26436|THU 17-10 00:00  |   1|     1|     10|  1199375.79|   158150.00|  1110611.26|         .00|         .00|ALL      |null     |   111061.13|null        |null        |     15815|   119937.58
  1|crg49j4zawzwt| 311184100| 26437|THU 17-10 01:00  |   1|     2|     16|  1364041.98|   251510.00|  1225123.13|         .00|         .00|ALL      |        0|    76570.20|null        |null        | 15719.375|    85252.62
  1|crg49j4zawzwt| 311184100| 26438|THU 17-10 02:00  |   1|     1|     16|  1346024.54|   238340.00|  1215006.18|         .00|         .00|ALL      |        0|    75937.89|null        |null        |  14896.25|    84126.53
  1|crg49j4zawzwt| 311184100| 26439|THU 17-10 03:00  |   1|     0|     16|  1344280.87|   238670.00|  1213445.44|         .00|         .00|ALL      |null     |    75840.34|null        |null        | 14916.875|    84017.55
  1|crg49j4zawzwt| 311184100| 26440|THU 17-10 04:00  |   1|     0|     15|  1886692.82|   237810.00|  1751735.99|         .00|         .00|ALL      |null     |   116782.40|null        |null        |     15854|   125779.52
  1|crg49j4zawzwt| 311184100| 26441|THU 17-10 05:00  |   1|     1|     16|  1371673.00|   239850.00|  1238696.96|         .00|         .00|ALL      |        0|    77418.56|null        |null        | 14990.625|    85729.56
  1|crg49j4zawzwt| 311184100| 26442|THU 17-10 06:00  |   1|     0|     16|  1356279.54|   238960.00|  1224282.08|         .00|         .00|ALL      |        0|    76517.63|null        |null        |     14935|    84767.47
  1|crg49j4zawzwt| 311184100| 26443|THU 17-10 07:00  |   0|     5|     16|  1427129.35|   244580.00|  1274927.28|         .00|         .28|FIR      |null     |    79682.95|null        |         .02|  15286.25|    89195.58
  1|crg49j4zawzwt| 311184100| 26444|THU 17-10 08:00  |   1|     1|     16|  1351227.97|   237870.00|  1219602.35|         .00|         .00|ALL      |null     |    76225.15|null        |null        | 14866.875|    84451.75
  1|crg49j4zawzwt| 311184100| 26445|THU 17-10 09:00  |   1|     2|     16|  1341666.69|   238810.00|  1210446.51|         .00|         .00|ALL      |        0|    75652.91|null        |null        | 14925.625|    83854.17
  1|crg49j4zawzwt| 311184100| 26446|THU 17-10 10:00  |   1|     0|     16|  1333442.23|   234520.00|  1202756.72|         .00|         .00|ALL      |        0|    75172.29|null        |null        |   14657.5|    83340.14
  1|crg49j4zawzwt| 311184100| 26447|THU 17-10 11:00  |   1|     2|     16|  1237794.44|   221130.00|  1112339.95|         .00|         .00|FIR      |null     |    69521.25|null        |null        | 13820.625|    77362.15
  1|crg49j4zawzwt| 311184100| 26448|THU 17-10 12:00  |   1|     2|     16|  1351947.29|   223710.00|  1223315.18|         .00|         .00|ALL      |null     |    76457.20|null        |null        | 13981.875|    84496.71
  1|crg49j4zawzwt| 311184100| 26449|THU 17-10 13:00  |   1|     0|     16|  1283092.79|   223570.00|  1155221.94|         .00|         .00|ALL      |        0|    72201.37|null        |null        | 13973.125|    80193.30
  1|crg49j4zawzwt| 311184100| 26450|THU 17-10 14:00  |   0|     5|     16|  1226481.26|   215840.00|  1101551.74|         .00|         .00|FIR      |        0|    68846.98|null        |null        |     13490|    76655.08
  1|crg49j4zawzwt| 311184100| 26451|THU 17-10 15:00  |   0|     6|     16|  1358670.33|   237690.00|  1218180.85|         .00|         .00|ALL      |null     |    76136.30|null        |null        | 14855.625|    84916.90
  1|crg49j4zawzwt| 311184100| 26452|THU 17-10 16:00  |   0|     2|     16|  1317553.81|   237750.00|  1175623.29|         .00|         .00|ALL      |null     |    73476.46|null        |null        | 14859.375|    82347.11
  1|crg49j4zawzwt| 311184100| 26453|THU 17-10 17:00  |   0|     3|     16|  1426072.98|   235540.00|  1283861.69|         .00|         .43|ALL      |        0|    80241.36|null        |         .03|  14721.25|    89129.56
  1|crg49j4zawzwt| 311184100| 26454|THU 17-10 18:00  |   0|    10|     16|  1290418.79|   230550.00|  1155745.63|         .00|         .00|ALL      |        0|    72234.10|null        |null        | 14409.375|    80651.17
  1|crg49j4zawzwt| 311184100| 26455|THU 17-10 19:00  |   0|     9|     16|  1300267.35|   230450.00|  1163747.35|         .00|         .00|ALL      |        2|    72734.21|null        |null        | 14403.125|    81266.71
  1|crg49j4zawzwt| 311184100| 26456|THU 17-10 20:00  |   0|     5|     15|  1389819.32|   239020.00|  1252164.61|         .00|         .00|ALL      |        2|    83477.64|null        |null        |15934.6667|    92654.62
  1|crg49j4zawzwt| 311184100| 26457|THU 17-10 21:24  |   0|     4|      9|   918160.37|   129430.00|   838681.37|         .00|         .00|ALL      |        1|    93186.82|null        |null        |14381.1111|   102017.82
  1|crg49j4zawzwt| 311184100| 26458|THU 17-10 22:00  |   0|     0|     16|  1565466.40|   261330.00|  1412089.48|         .00|      326.91|ALL      |        1|    88255.59|null        |       20.43| 16333.125|    97841.65
  1|crg49j4zawzwt| 311184100| 26459|THU 17-10 23:00  |   0|     5|     15|  1884739.42|   256070.00|  1735190.11|         .00|      110.57|ALL      |        0|   115679.34|null        |        7.37|17071.3333|   125649.29
  1|crg49j4zawzwt| 311184100| 26460|FRI 18-10 00:00  |   0|     2|     10|  1135259.13|   158170.00|  1044027.57|         .00|      110.34|ALL      |null     |   104402.76|null        |       11.03|     15817|   113525.91
  1|crg49j4zawzwt| 311184100| 26461|FRI 18-10 01:00  |   0|     2|     16|  1373177.14|   243850.00|  1237695.35|         .00|         .00|ALL      |        0|    77355.96|null        |null        | 15240.625|    85823.57
  1|crg49j4zawzwt| 311184100| 26462|FRI 18-10 02:00  |   0|     1|     16|  1327824.79|   227370.00|  1202320.12|         .00|         .00|ALL      |        0|    75145.01|null        |null        | 14210.625|    82989.05
  1|crg49j4zawzwt| 311184100| 26463|FRI 18-10 03:01  |   0|     3|     16|  1336513.50|   228470.00|  1210409.88|         .00|         .00|ALL      |null     |    75650.62|null        |null        | 14279.375|    83532.09
  1|crg49j4zawzwt| 311184100| 26464|FRI 18-10 04:00  |   0|     2|     15|  1809206.59|   208420.00|  1683953.19|         .00|       73.14|ALL      |        0|   112263.55|null        |        4.88|13894.6667|   120613.77
  1|crg49j4zawzwt| 311184100| 26465|FRI 18-10 05:00  |   0|     1|     16|  1354072.66|   204630.00|  1226773.95|         .00|         .00|ALL      |        0|    76673.37|null        |null        | 12789.375|    84629.54
  1|crg49j4zawzwt| 311184100| 26466|FRI 18-10 06:00  |   0|     3|     16|  1172649.31|   203180.00|  1047460.94|         .00|         .00|ALL      |        0|    65466.31|null        |null        |  12698.75|    73290.58
  1|crg49j4zawzwt| 311184100| 26467|FRI 18-10 07:00  |   0|     3|     16|  1220296.53|   211010.00|  1085653.70|         .00|         .00|ALL      |null     |    67853.36|null        |null        | 13188.125|    76268.53
  1|crg49j4zawzwt| 311184100| 26468|FRI 18-10 08:00  |   0|     1|     16|  1204083.00|   210380.00|  1073776.59|         .00|         .00|ALL      |null     |    67111.04|null        |null        |  13148.75|    75255.19
  1|crg49j4zawzwt| 311184100| 26469|FRI 18-10 09:00  |   0|     1|     16|  1196817.37|   212230.00|  1064998.20|         .00|         .00|ALL      |        0|    66562.39|null        |null        | 13264.375|    74801.09
  1|crg49j4zawzwt| 311184100| 26470|FRI 18-10 10:00  |   0|     1|     16|  1184798.21|   209290.00|  1056142.58|         .00|         .00|ALL      |        0|    66008.91|null        |null        | 13080.625|    74049.89
  1|crg49j4zawzwt| 311184100| 26471|FRI 18-10 11:00  |   0|     2|     16|  1379404.45|   230500.00|  1239382.45|         .00|         .00|ALL      |null     |    77461.40|null        |null        |  14406.25|    86212.78
  1|crg49j4zawzwt| 311184100| 26472|FRI 18-10 12:00  |   0|     2|     16|  1562820.27|   230920.00|  1423385.08|         .00|         .00|ALL      |        0|    88961.57|null        |null        |   14432.5|    97676.27
  1|crg49j4zawzwt| 311184100| 26473|FRI 18-10 13:00  |   0|     4|     15|  1334554.47|   222660.00|  1204584.72|         .00|         .00|ALL      |        1|    80305.65|null        |null        |     14844|    88970.30
  1|crg49j4zawzwt| 311184100| 26474|FRI 18-10 14:00  |   0|     7|     16|  1243203.95|   214230.00|  1122199.99|         .00|         .00|ALL      |        0|    70137.50|null        |null        | 13389.375|    77700.25
  1|crg49j4zawzwt| 311184100| 26475|FRI 18-10 15:00  |   0|    10|     16|  1305656.50|   223300.00|  1176724.07|         .00|         .00|ALL      |        0|    73545.25|null        |null        |  13956.25|    81603.53
  1|crg49j4zawzwt| 311184100| 26476|FRI 18-10 16:00  |   0|     4|     16|  1229467.23|   211490.00|  1104594.23|         .00|         .00|ALL      |        0|    69037.14|null        |null        | 13218.125|    76841.70
  1|crg49j4zawzwt| 311184100| 26477|FRI 18-10 17:00  |   0|     5|     16|  1569727.49|   228810.00|  1431809.60|         .00|        3.11|ALL      |        0|    89488.10|null        |         .19| 14300.625|    98107.97
  1|crg49j4zawzwt| 311184100| 26478|FRI 18-10 18:00  |   0|     5|     15|  1320968.30|   224250.00|  1189924.38|         .00|         .00|ALL      |        0|    79328.29|null        |null        |     14950|    88064.55
  1|crg49j4zawzwt| 311184100| 26479|FRI 18-10 19:00  |   0|     7|     16|  1267580.87|   217720.00|  1145110.07|         .00|         .00|ALL      |null     |    71569.38|null        |null        |   13607.5|    79223.80
  1|crg49j4zawzwt| 311184100| 26480|FRI 18-10 20:00  |   0|     1|     16|  1225964.75|   212320.00|  1101233.52|         .00|         .00|ALL      |null     |    68827.10|null        |null        |     13270|    76622.80
  1|crg49j4zawzwt| 311184100| 26481|FRI 18-10 21:00  |   0|     3|     15|  1306090.94|   224020.00|  1174656.44|         .00|         .00|ALL      |        0|    78310.43|null        |null        |14934.6667|    87072.73
  1|crg49j4zawzwt| 311184100| 26482|FRI 18-10 22:00  |   0|     5|     15|  1636008.38|   213570.00|  1514356.32|         .00|      108.94|ALL      |        0|   100957.09|null        |        7.26|     14238|   109067.23
  1|crg49j4zawzwt| 311184100| 26483|FRI 18-10 23:00  |   0|     2|     16|  1014504.54|   199900.00|   883984.65|         .00|       14.22|ALL      |null     |    55249.04|null        |         .89|  12493.75|    63406.53
  1|crg49j4zawzwt| 311184100| 26484|SAT 19-10 00:00  |   0|     0|     11|   728417.36|   141860.00|   638289.71|         .00|         .00|ALL      |null     |    58026.34|null        |null        |12896.3636|    66219.76
  1|crg49j4zawzwt| 311184100| 26485|SAT 19-10 01:00  |   0|     1|     16|  1053445.21|   208610.00|   920776.89|         .00|         .00|ALL      |        0|    57548.56|null        |null        | 13038.125|    65840.33
  1|crg49j4zawzwt| 311184100| 26486|SAT 19-10 02:00  |   0|     2|     16|  1035939.57|   196920.00|   911420.47|         .00|         .00|ALL      |        0|    56963.78|null        |null        |   12307.5|    64746.22
  1|crg49j4zawzwt| 311184100| 26487|SAT 19-10 03:00  |   0|     0|     16|  1000646.45|   196620.00|   876685.38|         .00|         .00|ALL      |null     |    54792.84|null        |null        |  12288.75|    62540.40
  1|crg49j4zawzwt| 311184100| 26488|SAT 19-10 04:00  |   0|     0|     16|  1525232.94|   211800.00|  1388386.10|         .00|         .00|ALL      |null     |    86774.13|null        |null        |   13237.5|    95327.06
  1|crg49j4zawzwt| 311184100| 26489|SAT 19-10 05:00  |   0|     1|     16|   958498.95|   186800.00|   840072.99|         .00|         .00|ALL      |        0|    52504.56|null        |null        |     11675|    59906.18
  1|crg49j4zawzwt| 311184100| 26490|SAT 19-10 06:00  |   0|     0|     16|  1085212.91|   219430.00|   946996.00|         .00|      109.30|ALL      |        0|    59187.25|null        |        6.83| 13714.375|    67825.81
  1|crg49j4zawzwt| 311184100| 26491|SAT 19-10 07:00  |   0|     4|     16|  1192480.34|   213250.00|  1040954.73|         .00|      164.19|ALL      |null     |    65059.67|null        |       10.26| 13328.125|    74530.02
  1|crg49j4zawzwt| 311184100| 26492|SAT 19-10 08:00  |   0|     0|     16|  1262284.02|   241970.00|  1116999.78|         .00|      108.27|ALL      |null     |    69812.49|null        |        6.77| 15123.125|    78892.75
  1|crg49j4zawzwt| 311184100| 26493|SAT 19-10 09:00  |   0|     0|     16|  1171069.56|   223900.00|  1038288.92|         .00|         .00|ALL      |        0|    64893.06|null        |null        |  13993.75|    73191.85
  1|crg49j4zawzwt| 311184100| 26494|SAT 19-10 10:00  |   0|     0|     16|  1178585.81|   221300.00|  1047641.67|         .00|         .00|ALL      |        0|    65477.60|null        |null        |  13831.25|    73661.61
  1|crg49j4zawzwt| 311184100| 26495|SAT 19-10 11:00  |   0|     1|     16|  1179901.32|   221830.00|  1048643.54|         .00|         .00|ALL      |null     |    65540.22|null        |null        | 13864.375|    73743.83
  1|crg49j4zawzwt| 311184100| 26496|SAT 19-10 12:00  |   0|     1|     15|  1491577.06|   208240.00|  1367045.82|         .00|         .00|ALL      |null     |    91136.39|null        |null        |13882.6667|    99438.47
  1|crg49j4zawzwt| 311184100| 26497|SAT 19-10 13:00  |   0|     2|     16|  1183953.16|   222980.00|  1051707.76|         .00|      217.49|ALL      |        0|    65731.74|null        |       13.59|  13936.25|    73997.07
  1|crg49j4zawzwt| 311184100| 26498|SAT 19-10 14:00  |   0|     2|     14|  2181690.97|   202510.00|  2058318.94|         .00|      109.22|ALL      |        0|   147022.78|null        |        7.80|     14465|   155835.07
  1|crg49j4zawzwt| 311184100| 26499|SAT 19-10 15:00  |   0|     0|     16|  1199511.44|   227650.00|  1063223.61|         .00|         .00|ALL      |null     |    66451.48|null        |null        | 14228.125|    74969.46
  1|crg49j4zawzwt| 311184100| 26500|SAT 19-10 16:00  |   0|     0|     16|  1184094.48|   226170.00|  1049187.13|         .00|         .00|ALL      |null     |    65574.20|null        |null        | 14135.625|    74005.90
  1|crg49j4zawzwt| 311184100| 26501|SAT 19-10 17:00  |   0|     2|     16|  1432673.41|   230350.00|  1293723.39|         .00|         .00|ALL      |        0|    80857.71|null        |null        | 14396.875|    89542.09
  1|crg49j4zawzwt| 311184100| 26502|SAT 19-10 18:00  |   0|     5|     16|  1183180.81|   224840.00|  1048406.29|         .00|         .00|ALL      |        0|    65525.39|null        |null        |   14052.5|    73948.80
  1|crg49j4zawzwt| 311184100| 26503|SAT 19-10 19:01  |   0|     5|     16|  1186857.14|   227700.00|  1049961.19|         .00|         .00|ALL      |        0|    65622.57|null        |null        |  14231.25|    74178.57
  1|crg49j4zawzwt| 311184100| 26504|SAT 19-10 20:00  |   0|     7|     16|  1181311.25|   226100.00|  1045965.46|         .00|         .00|ALL      |        1|    65372.84|null        |null        |  14131.25|    73831.95
  1|crg49j4zawzwt| 311184100| 26505|SAT 19-10 21:00  |   0|     2|     16|  1292660.62|   227180.00|  1156472.69|         .00|      109.15|ALL      |        0|    72279.54|null        |        6.82|  14198.75|    80791.29
  1|crg49j4zawzwt| 311184100| 26506|SAT 19-10 22:00  |   0|     1|     15|  2040328.88|   200750.00|  1918459.17|         .00|      217.85|ALL      |        0|   127897.28|null        |       14.52|13383.3333|   136021.93
  1|crg49j4zawzwt| 311184100| 26507|SAT 19-10 23:00  |   0|     3|     15|  1287506.31|   206980.00|  1157006.49|         .00|        1.80|ALL      |null     |    77133.77|null        |         .12|13798.6667|    85833.75
  1|crg49j4zawzwt| 311184100| 26508|SUN 20-10 00:00  |   0|     1|     11|   787310.72|   143420.00|   700074.47|         .00|         .00|ALL      |null     |    63643.13|null        |null        |13038.1818|    71573.70
  1|crg49j4zawzwt| 311184100| 26509|SUN 20-10 01:00  |   0|     3|     16|  1381123.60|   211740.00|  1253171.77|         .00|      109.15|ALL      |        0|    78323.24|null        |        6.82|  13233.75|    86320.22
  1|crg49j4zawzwt| 311184100| 26510|SUN 20-10 02:00  |   0|     0|     16|  1164203.96|   198210.00|  1046116.66|         .00|         .00|ALL      |        0|    65382.29|null        |null        | 12388.125|    72762.75
  1|crg49j4zawzwt| 311184100| 26511|SUN 20-10 03:00  |   0|     0|     16|  1265272.90|   200420.00|  1145095.54|         .00|         .00|ALL      |null     |    71568.47|null        |null        |  12526.25|    79079.56

   |             |          |      |                 |    |      |       |      elapsd|         cpu|          io|       clust|        conc|         |         |            |            |            |          |
   |             |          |      |                 | inv| parse|       |        time|        time|        wait|        wait|        wait|         |         |          io|         cwt|          cc|          |     elapsed
 in|             | plan_hash|  snap|                 |alid| calls|   exec|       delta|       delta|       delta|       delta|       delta|         |     rows|         per|         per|         per|          |         per
 ID|SQL_ID       |     value|    id|SNAP_BEG         | dlt| delta|  delta|        (ms)|        (ms)|        (ms)|        (ms)|        (ms)|OPT      |     exec|   execution|   execution|   execution|    CPU_EX|   execution
---|-------------|----------|------|-----------------|----|------|-------|------------|------------|------------|------------|------------|---------|---------|------------|------------|------------|----------|------------
  1|crg49j4zawzwt| 311184100| 26512|SUN 20-10 04:00  |   0|     0|     16|  1950699.79|   205060.00|  1823753.40|         .00|         .00|ALL      |null     |   113984.59|null        |null        |  12816.25|   121918.74
  1|crg49j4zawzwt| 311184100| 26513|SUN 20-10 05:00  |   0|     0|     16|  1378785.79|   219740.00|  1239989.26|         .00|         .00|ALL      |        0|    77499.33|null        |null        |  13733.75|    86174.11
  1|crg49j4zawzwt| 311184100| 26514|SUN 20-10 06:00  |   0|     1|     16|  1223760.62|   233370.00|  1076725.36|         .00|      322.30|ALL      |        0|    67295.33|null        |       20.14| 14585.625|    76485.04
  1|crg49j4zawzwt| 311184100| 26515|SUN 20-10 07:00  |   0|     5|     15|  1321456.02|   235410.00|  1152871.57|         .00|      277.01|ALL      |null     |    76858.10|null        |       18.47|     15694|    88097.07
  1|crg49j4zawzwt| 311184100| 26516|SUN 20-10 08:00  |   0|     2|     16|  1203448.91|   221800.00|  1076484.76|         .00|         .00|ALL      |null     |    67280.30|null        |null        |   13862.5|    75215.56
  1|crg49j4zawzwt| 311184100| 26517|SUN 20-10 09:00  |   0|     3|     16|  1231770.30|   229450.00|  1099776.86|         .00|         .00|ALL      |        0|    68736.05|null        |null        | 14340.625|    76985.64
  1|crg49j4zawzwt| 311184100| 26518|SUN 20-10 10:00  |   0|     1|     16|  1276151.82|   223520.00|  1148889.13|         .00|      109.13|ALL      |        0|    71805.57|null        |        6.82|     13970|    79759.49
  1|crg49j4zawzwt| 311184100| 26519|SUN 20-10 11:00  |   0|     1|     16|  1220099.34|   223250.00|  1092509.50|         .00|      218.06|ALL      |null     |    68281.84|null        |       13.63| 13953.125|    76256.21
  1|crg49j4zawzwt| 311184100| 26520|SUN 20-10 12:00  |   0|     1|     16|  1207309.98|   223280.00|  1080078.65|         .00|      218.27|ALL      |null     |    67504.92|null        |       13.64|     13955|    75456.87
  1|crg49j4zawzwt| 311184100| 26521|SUN 20-10 13:00  |   0|     0|     16|  1220832.91|   223720.00|  1093382.91|         .00|      219.45|ALL      |        0|    68336.43|null        |       13.72|   13982.5|    76302.06
  1|crg49j4zawzwt| 311184100| 26522|SUN 20-10 14:00  |   0|     0|     16|  1213491.64|   224110.00|  1086017.75|         .00|      109.98|ALL      |        0|    67876.11|null        |        6.87| 14006.875|    75843.23
  1|crg49j4zawzwt| 311184100| 26523|SUN 20-10 15:00  |   0|     1|     16|  1224485.41|   226340.00|  1095869.00|         .00|      109.28|ALL      |null     |    68491.81|null        |        6.83|  14146.25|    76530.34
  1|crg49j4zawzwt| 311184100| 26524|SUN 20-10 16:00  |   0|     0|     11|  2605337.62|   164090.00|  2506397.44|         .00|      109.07|ALL      |null     |   227854.31|null        |        9.92|14917.2727|   236848.87
  1|crg49j4zawzwt| 311184100| 26525|SUN 20-10 17:01  |   0|     3|     14|  2524980.91|   179310.00|  2410467.82|         .00|      238.14|ALL      |        0|   172176.27|null        |       17.01|12807.8571|   180355.78
  1|crg49j4zawzwt| 311184100| 26526|SUN 20-10 18:00  |   0|     0|     16|  1476001.98|   184200.00|  1365661.59|         .00|      107.74|ALL      |        0|    85353.85|null        |        6.73|   11512.5|    92250.12
  1|crg49j4zawzwt| 311184100| 26527|SUN 20-10 19:00  |   0|     1|     16|  1105971.92|   185730.00|   995046.49|         .00|         .00|ALL      |null     |    62190.41|null        |null        | 11608.125|    69123.24
  1|crg49j4zawzwt| 311184100| 26528|SUN 20-10 20:00  |   0|     1|     16|  1083867.18|   184330.00|   974658.37|         .00|      109.81|ALL      |null     |    60916.15|null        |        6.86| 11520.625|    67741.70
  1|crg49j4zawzwt| 311184100| 26529|SUN 20-10 21:00  |   0|     0|     16|  1052938.00|   185490.00|   943006.88|         .00|      110.13|ALL      |        0|    58937.93|null        |        6.88| 11593.125|    65808.62
  1|crg49j4zawzwt| 311184100| 26530|SUN 20-10 22:00  |   0|     0|     16|   995481.98|   185140.00|   885918.64|         .00|         .00|ALL      |        0|    55369.92|null        |null        |  11571.25|    62217.62
  1|crg49j4zawzwt| 311184100| 26531|SUN 20-10 23:00  |   0|     0|     16|  1020756.31|   186520.00|   910647.66|         .00|         .00|ALL      |null     |    56915.48|null        |null        |   11657.5|    63797.27
  1|crg49j4zawzwt| 311184100| 26532|MON 21-10 00:00  |   0|     0|     11|   684930.64|   128330.00|   608735.64|         .00|         .00|ALL      |null     |    55339.60|null        |null        |11666.3636|    62266.42
  1|crg49j4zawzwt| 311184100| 26533|MON 21-10 01:00  |   0|     0|     16|  1062596.04|   191830.00|   948535.35|         .00|         .00|ALL      |        0|    59283.46|null        |null        | 11989.375|    66412.25
  1|crg49j4zawzwt| 311184100| 26534|MON 21-10 02:00  |   0|     0|     16|  1042138.41|   181310.00|   935238.78|         .00|         .00|ALL      |        0|    58452.42|null        |null        | 11331.875|    65133.65
  1|crg49j4zawzwt| 311184100| 26535|MON 21-10 03:00  |   0|     0|     16|  1026773.62|   181680.00|   919152.08|         .00|         .00|ALL      |null     |    57447.01|null        |null        |     11355|    64173.35
  1|crg49j4zawzwt| 311184100| 26536|MON 21-10 04:00  |   0|     5|     15|  2160310.01|   183740.00|  2046158.96|         .00|         .00|ALL      |        0|   136410.60|null        |null        |12249.3333|   144020.67
  1|crg49j4zawzwt| 311184100| 26537|MON 21-10 05:00  |   0|     2|     16|  1400186.08|   209130.00|  1269823.52|         .00|         .00|ALL      |        0|    79363.97|null        |null        | 13070.625|    87511.63
  1|crg49j4zawzwt| 311184100| 26538|MON 21-10 06:00  |   0|     0|     15|  1317287.75|   208410.00|  1188599.49|         .00|         .39|ALL      |        0|    79239.97|null        |         .03|     13894|    87819.18
  1|crg49j4zawzwt| 311184100| 26539|MON 21-10 07:00  |   0|     2|     16|  1396075.96|   218200.00|  1244300.95|         .00|       73.00|ALL      |null     |    77768.81|null        |        4.56|   13637.5|    87254.75
  1|crg49j4zawzwt| 311184100| 26540|MON 21-10 08:00  |   0|     0|     16|  1267104.04|   213750.00|  1146118.45|         .00|         .00|ALL      |null     |    71632.40|null        |null        | 13359.375|    79194.00
  1|crg49j4zawzwt| 311184100| 26541|MON 21-10 09:00  |   0|     1|     16|  1248483.01|   215370.00|  1126683.67|         .00|         .00|ALL      |        0|    70417.73|null        |null        | 13460.625|    78030.19
  1|crg49j4zawzwt| 311184100| 26542|MON 21-10 10:00  |   0|     0|     16|  1274118.18|   213050.00|  1153260.77|         .00|         .00|ALL      |        0|    72078.80|null        |null        | 13315.625|    79632.39
  1|crg49j4zawzwt| 311184100| 26543|MON 21-10 11:00  |   0|     4|     16|  1430875.85|   209400.00|  1309770.82|         .00|         .00|ALL      |null     |    81860.68|null        |null        |   13087.5|    89429.74
  1|crg49j4zawzwt| 311184100| 26544|MON 21-10 12:00  |   0|     3|     14|  1885926.70|   213180.00|  1762181.27|         .00|         .00|ALL      |null     |   125870.09|null        |null        |15227.1429|   134709.05
  1|crg49j4zawzwt| 311184100| 26545|MON 21-10 13:00  |   0|     1|     16|  1316797.71|   221120.00|  1190939.92|         .00|         .00|ALL      |        0|    74433.74|null        |null        |     13820|    82299.86
  1|crg49j4zawzwt| 311184100| 26546|MON 21-10 14:00  |   0|     4|     16|  1330733.40|   215590.00|  1205559.21|         .00|         .00|ALL      |        0|    75347.45|null        |null        | 13474.375|    83170.84
  1|crg49j4zawzwt| 311184100| 26547|MON 21-10 15:00  |   0|     3|     15|  1382838.69|   230420.00|  1248808.64|         .00|         .00|ALL      |null     |    83253.91|null        |null        |15361.3333|    92189.25
  1|crg49j4zawzwt| 311184100| 26548|MON 21-10 16:00  |   0|     2|     16|  1623519.26|   220730.00|  1498155.25|         .00|         .00|ALL      |null     |    93634.70|null        |null        | 13795.625|   101469.95
  1|crg49j4zawzwt| 311184100| 26549|MON 21-10 17:00  |   0|     6|     14|  2293376.04|   187200.00|  2183632.63|         .00|         .00|ALL      |        0|   155973.76|null        |null        |13371.4286|   163812.57
  1|crg49j4zawzwt| 311184100| 26550|MON 21-10 18:00  |   0|     4|     16|  1591651.26|   228430.00|  1458037.23|         .00|         .00|ALL      |        0|    91127.33|null        |null        | 14276.875|    99478.20
  1|crg49j4zawzwt| 311184100| 26551|MON 21-10 19:00  |   0|     4|     15|  1294766.17|   220780.00|  1169377.66|         .00|         .00|ALL      |        0|    77958.51|null        |null        |14718.6667|    86317.74
  1|crg49j4zawzwt| 311184100| 26552|MON 21-10 20:00  |   0|     3|     15|  1220791.13|   208490.00|  1101233.95|         .00|         .00|ALL      |        0|    73415.60|null        |null        |13899.3333|    81386.08
  1|crg49j4zawzwt| 311184100| 26553|MON 21-10 21:00  |   0|     4|     16|  1285415.40|   219480.00|  1160651.99|         .00|         .00|ALL      |        0|    72540.75|null        |null        |   13717.5|    80338.46
  1|crg49j4zawzwt| 311184100| 26554|MON 21-10 22:00  |   0|     5|     16|  1365036.80|   230380.00|  1234148.38|         .00|         .00|ALL      |        0|    77134.27|null        |null        |  14398.75|    85314.80
  1|crg49j4zawzwt| 311184100| 26555|MON 21-10 23:00  |   0|     0|     16|  1593812.25|   235320.00|  1459781.22|         .00|         .00|ALL      |null     |    91236.33|null        |null        |   14707.5|    99613.27
  1|crg49j4zawzwt| 311184100| 26556|TUE 22-10 00:00  |   0|     1|     11|  1033194.91|   159070.00|   942643.93|         .00|         .00|ALL      |null     |    85694.90|null        |null        |14460.9091|    93926.81
  1|crg49j4zawzwt| 311184100| 26557|TUE 22-10 01:00  |   0|     0|     16|  1358777.59|   246600.00|  1214477.83|         .00|      106.28|ALL      |        0|    75904.86|null        |        6.64|   15412.5|    84923.60
